beta_exp_abscissa,beta_exp_pdf,beta_exp_cdf,delta0_abscissa,delta0_pdf,delta0_cdf,p_abscissa,p_pdf,p_cdf,td_abscissa,td_pdf,td_cdf,b_exp_abscissa,b_exp_pdf,b_exp_cdf,h_0_abscissa,h_0_pdf,h_0_cdf,tc_abscissa,tc_pdf,tc_cdf,sigma_abscissa,sigma_pdf,sigma_cdf,rho_exp_abscissa,rho_exp_pdf,rho_exp_cdf,q_exp_abscissa,q_exp_pdf,q_exp_cdf,ifn0_abscissa,ifn0_pdf,ifn0_cdf,split
-5.03851,0.0929258,0.0257881,1.13666,0.449538,0.159324,1.97578,0.0535292,0.00841508,1.18853,0.302219,0.0576622,-4.3727,0.0994874,0.0655182,0.374079,0.619017,0.0255542,1.65704,0.0427877,0.0626246,0.278777,1.66001,0.416896,-3.09177,0.125707,0.0733825,-5.3644,0.0361694,0.00439479,0.251857,2.05849,0.136624,All
-5.00669,0.102158,0.0288895,1.20304,0.475096,0.190049,2.00169,0.0617476,0.00990622,1.24248,0.355917,0.0754159,-4.32302,0.105402,0.0706068,0.388623,0.787126,0.035757,1.77303,0.0429117,0.0675949,0.301153,1.55992,0.452921,-3.04621,0.133326,0.0792823,-5.34077,0.0429404,0.00532774,0.265849,2.22555,0.166632,All
-4.97488,0.112035,0.0322947,1.26942,0.494074,0.222252,2.02759,0.0709674,0.0116231,1.29643,0.408877,0.0960546,-4.27334,0.1115,0.0759938,0.403167,0.971655,0.0485295,1.88903,0.0430308,0.0725794,0.32353,1.46141,0.48672,-3.00065,0.141169,0.0855344,-5.31713,0.0507551,0.00643283,0.279842,2.3605,0.198755,All
-4.94307,0.12257,0.0360246,1.3358,0.506754,0.255503,2.0535,0.0812656,0.0135926,1.35039,0.459457,0.119493,-4.22366,0.117775,0.0816881,0.417711,1.16771,0.064076,2.00502,0.0431486,0.0775775,0.345907,1.36618,0.518348,-2.95509,0.149219,0.0921486,-5.2935,0.0597287,0.00773608,0.293834,2.46249,0.232536,All
-4.91126,0.133769,0.0401002,1.40218,0.513598,0.2894,2.07941,0.092718,0.0158437,1.40434,0.506209,0.145564,-4.17398,0.124216,0.0876984,0.432254,1.36958,0.0825234,2.12101,0.043268,0.0825894,0.368283,1.27527,0.547893,-2.90953,0.157462,0.099134,-5.26986,0.0699802,0.0092663,0.307827,2.53215,0.267517,All
-4.87945,0.145638,0.0445427,1.46856,0.51518,0.323572,2.10531,0.105398,0.0184072,1.45829,0.547946,0.174026,-4.1243,0.130813,0.0940325,0.446798,1.5712,0.103912,2.23701,0.043391,0.0876153,0.39066,1.18923,0.575458,-2.86397,0.16588,0.106499,-5.24623,0.0816312,0.0110551,0.321819,2.57123,0.303256,All
-4.84763,0.158174,0.0493734,1.53494,0.512135,0.357693,2.13122,0.119373,0.0213159,1.51225,0.583773,0.204584,-4.07462,0.137553,0.100698,0.461342,1.76648,0.128195,2.353,0.0435195,0.0926557,0.413037,1.10833,0.601154,-2.81841,0.174452,0.114251,-5.22259,0.094804,0.013137,0.335812,2.58225,0.339342,All
-4.81582,0.171374,0.0546135,1.60132,0.505115,0.391476,2.15713,0.134708,0.0246041,1.5662,0.613094,0.236902,-4.02495,0.144424,0.107702,0.475885,1.94974,0.155236,2.469,0.0436547,0.0977115,0.435414,1.03263,0.625098,-2.77286,0.183157,0.122397,-5.19896,0.109619,0.0155495,0.349804,2.56823,0.375403,All
-4.78401,0.185224,0.0602839,1.6677,0.49476,0.424679,2.18303,0.151457,0.0283078,1.62015,0.6356,0.270618,-3.97527,0.151411,0.11505,0.490429,2.11595,0.184825,2.58499,0.0437979,0.102783,0.45779,0.962013,0.647405,-2.7273,0.191971,0.130942,-5.17532,0.126193,0.0183326,0.363797,2.53244,0.411112,All
-4.7522,0.199709,0.066405,1.73408,0.481678,0.4571,2.20894,0.169666,0.0324643,1.67411,0.65124,0.305363,-3.92559,0.158498,0.122747,0.504973,2.26099,0.216681,2.70098,0.0439498,0.107872,0.480167,0.896318,0.668188,-2.68174,0.200869,0.13989,-5.15169,0.144635,0.0215294,0.377789,2.47819,0.446187,All
-4.72038,0.214803,0.0729967,1.80046,0.466429,0.488579,2.23485,0.189369,0.0371117,1.72806,0.660184,0.34077,-3.87591,0.165667,0.130799,0.519517,2.38176,0.250473,2.81698,0.0441115,0.11298,0.502544,0.835305,0.687554,-2.63618,0.209824,0.149245,-5.12805,0.165044,0.0251851,0.391782,2.40874,0.480393,All
-4.68857,0.230478,0.0800779,1.86684,0.449518,0.518987,2.26075,0.210588,0.0422892,1.78201,0.662784,0.376487,-3.82623,0.172902,0.139209,0.53406,2.47625,0.285833,2.93297,0.0442834,0.118106,0.52492,0.778712,0.705604,-2.59062,0.218807,0.159009,-5.10442,0.187506,0.0293473,0.405774,2.32715,0.513539,All
-4.65676,0.246697,0.0876665,1.93322,0.431396,0.54823,2.28666,0.233328,0.0480362,1.83597,0.659524,0.412184,-3.77655,0.180181,0.147979,0.548604,2.54346,0.322369,3.04896,0.0444663,0.123253,0.547297,0.726262,0.722434,-2.54506,0.22779,0.169183,-5.08078,0.21209,0.0340653,0.419767,2.23624,0.545475,All
-4.62495,0.263417,0.0957792,1.9996,0.412453,0.576241,2.31257,0.257579,0.0543918,1.88992,0.650989,0.447559,-3.72687,0.187485,0.157111,0.563148,2.58341,0.359683,3.16496,0.0446606,0.128422,0.569674,0.677676,0.738135,-2.4995,0.23674,0.179765,-5.05715,0.238844,0.0393899,0.433759,2.13853,0.576089,All
-4.59314,0.280587,0.104431,2.06598,0.393026,0.602977,2.33847,0.283311,0.061395,1.94387,0.637819,0.482346,-3.67719,0.194793,0.166607,0.577692,2.59694,0.397385,3.28095,0.0448668,0.133614,0.59205,0.632681,0.75279,-2.45394,0.245626,0.190753,-5.03351,0.267792,0.0453728,0.447752,2.03625,0.605301,All
-4.56132,0.298152,0.113636,2.13236,0.373399,0.628415,2.36438,0.310474,0.0690835,1.99782,0.620683,0.516312,-3.62751,0.202083,0.176465,0.592235,2.58558,0.435101,3.39695,0.0450854,0.138831,0.614427,0.591015,0.766475,-2.40838,0.254414,0.202144,-5.00988,0.29893,0.0520659,0.461744,1.93135,0.633061,All
-4.52951,0.316048,0.123404,2.19874,0.353808,0.652551,2.39029,0.338998,0.0774935,2.05178,0.60025,0.549262,-3.57784,0.20933,0.186685,0.606779,2.55144,0.472483,3.51294,0.0453168,0.144074,0.636804,0.552426,0.779262,-2.36282,0.263072,0.213933,-4.98624,0.332224,0.0595204,0.475737,1.82545,0.659345,All
-4.4977,0.334205,0.133747,2.26512,0.334449,0.675392,2.41619,0.368789,0.0866591,2.10573,0.577169,0.581036,-3.52816,0.216513,0.197263,0.621323,2.49699,0.509217,3.62893,0.0455614,0.149345,0.659181,0.51668,0.791219,-2.31726,0.271564,0.226113,-4.96261,0.367605,0.0677867,0.489729,1.71994,0.684148,All
-4.46589,0.352548,0.14467,2.3315,0.315476,0.696961,2.4421,0.399732,0.0966117,2.15968,0.552051,0.611506,-3.47848,0.223605,0.208196,0.635866,2.42497,0.545029,3.74493,0.0458197,0.154644,0.681557,0.483556,0.802405,-2.2717,0.279856,0.238675,-4.93897,0.404968,0.0769129,0.503722,1.61593,0.707484,All
-4.43407,0.370996,0.156178,2.39788,0.297012,0.717286,2.46801,0.431687,0.107379,2.21364,0.525461,0.640579,-3.4288,0.230584,0.219478,0.65041,2.33821,0.579682,3.86092,0.0460921,0.159975,0.703934,0.452849,0.812878,-2.22614,0.287913,0.251609,-4.91533,0.444171,0.0869442,0.517714,1.51433,0.729381,All
-4.40226,0.389462,0.168274,2.46426,0.279153,0.736406,2.49391,0.464493,0.118986,2.26759,0.497911,0.668189,-3.37912,0.237425,0.231104,0.664954,2.23954,0.612983,3.97691,0.0463789,0.165338,0.726311,0.424369,0.822688,-2.18058,0.295702,0.264905,-4.8917,0.485029,0.0979221,0.531707,1.41583,0.749877,All
-4.37045,0.407855,0.180957,2.53064,0.261967,0.754362,2.51982,0.497964,0.131452,2.32154,0.469852,0.694298,-3.32944,0.244101,0.243065,0.679498,2.13172,0.64478,4.09291,0.0466807,0.170735,0.748687,0.397942,0.831885,-2.13503,0.303188,0.278548,-4.86806,0.527321,0.109883,0.545699,1.32099,0.76902,All
-4.33864,0.426081,0.194222,2.59702,0.245503,0.771201,2.54573,0.531896,0.144792,2.3755,0.441676,0.718887,-3.27976,0.250589,0.255354,0.694041,2.01733,0.674958,4.2089,0.0469978,0.176168,0.771064,0.373405,0.840512,-2.08947,0.310338,0.292526,-4.84443,0.570783,0.122858,0.559692,1.23017,0.786864,All
-4.30683,0.444042,0.208063,2.6634,0.229793,0.786972,2.57163,0.566063,0.159014,2.42945,0.41372,0.741961,-3.23008,0.256863,0.26796,0.708585,1.89873,0.703439,4.32489,0.0473308,0.181638,0.793441,0.35061,0.848609,-2.04391,0.317119,0.30682,-4.82079,0.615115,0.136871,0.573684,1.14365,0.803466,All
-4.27501,0.461637,0.22247,2.72979,0.214853,0.801725,2.59754,0.600223,0.174121,2.4834,0.386262,0.763539,-3.1804,0.2629,0.280871,0.723129,1.77805,0.730177,4.44089,0.0476802,0.187148,0.815817,0.32942,0.856215,-1.99835,0.3235,0.321415,-4.79716,0.659979,0.151939,0.587677,1.06157,0.818889,All
-4.2432,0.478765,0.23743,2.79617,0.200688,0.815513,2.62345,0.634118,0.190111,2.53736,0.359531,0.783654,-3.13073,0.268675,0.294076,0.737672,1.65715,0.755157,4.55688,0.0480464,0.1927,0.838194,0.30971,0.863363,-1.95279,0.329452,0.336291,-4.77352,0.705007,0.16807,0.601669,0.984021,0.833196,All
-4.21139,0.495324,0.252925,2.86255,0.187294,0.828386,2.64935,0.667478,0.206972,2.59131,0.333706,0.802351,-3.08105,0.274165,0.307562,0.752216,1.5376,0.778386,4.67288,0.0484301,0.198295,0.860571,0.291365,0.870085,-1.90723,0.334946,0.351427,-4.74989,0.749801,0.185263,0.615662,0.910989,0.846448,All
-4.17958,0.511213,0.268937,2.92893,0.174658,0.840395,2.67526,0.700025,0.224688,2.64526,0.308928,0.819682,-3.03137,0.279348,0.321312,0.76676,1.42075,0.799895,4.78887,0.0488318,0.203936,0.882948,0.274278,0.876412,-1.86167,0.339956,0.366803,-4.72625,0.79394,0.203508,0.629654,0.842422,0.85871,All
-4.14776,0.526332,0.285443,2.99531,0.162763,0.85159,2.70117,0.731475,0.243234,2.69922,0.285295,0.835707,-2.98169,0.284202,0.335312,0.781304,1.30765,0.81973,4.90486,0.0492521,0.209624,0.905324,0.258354,0.882369,-1.81611,0.344458,0.382396,-4.70262,0.836987,0.222784,0.643647,0.778222,0.870044,All
-4.11595,0.540583,0.302416,3.06169,0.151586,0.862019,2.72707,0.761543,0.262577,2.75317,0.262877,0.850489,-2.93201,0.288707,0.349544,0.795847,1.19916,0.837953,5.02086,0.0496918,0.215362,0.927701,0.243503,0.887982,-1.77055,0.348429,0.398182,-4.67898,0.878493,0.243061,0.657639,0.718255,0.880509,All
-4.08414,0.553873,0.319827,3.12807,0.141101,0.87173,2.75298,0.78995,0.282678,2.80712,0.241715,0.864096,-2.88233,0.292843,0.363991,0.810391,1.09589,0.854636,5.13685,0.0501514,0.221153,0.950078,0.229644,0.893274,-1.72499,0.351849,0.414136,-4.65535,0.91801,0.264296,0.671631,0.662363,0.890163,All
-4.05233,0.566113,0.337645,3.19445,0.131279,0.880767,2.77889,0.816421,0.30349,2.86108,0.221824,0.876595,-2.83265,0.296593,0.378634,0.824935,0.998282,0.869857,5.25284,0.0506318,0.226998,0.972454,0.216703,0.898266,-1.67943,0.354703,0.430233,-4.63171,0.955092,0.286436,0.685624,0.610368,0.899063,All
-4.02052,0.57722,0.355834,3.26083,0.122091,0.889173,2.80479,0.840694,0.32496,2.91503,0.203203,0.888055,-2.78297,0.29994,0.393453,0.839478,0.906616,0.883702,5.36884,0.0511338,0.2329,0.994831,0.20461,0.902978,-1.63387,0.356975,0.446447,-4.60808,0.98931,0.309421,0.699616,0.562083,0.907262,All
-3.9887,0.587118,0.374357,3.32721,0.113505,0.896989,2.8307,0.862524,0.347028,2.96898,0.185834,0.898544,-2.73329,0.302871,0.408428,0.854022,0.821026,0.896258,5.48483,0.0516583,0.238861,1.01721,0.193303,0.907429,-1.58831,0.358654,0.462751,-4.58444,1.02025,0.333176,0.713609,0.517312,0.914809,All
-3.95689,0.595736,0.393175,3.39359,0.10549,0.904254,2.85661,0.881686,0.369627,3.02293,0.169684,0.908129,-2.68362,0.305371,0.423538,0.868566,0.741528,0.907613,5.60083,0.0522061,0.244885,1.03958,0.182724,0.911635,-1.54275,0.359732,0.479118,-4.56081,1.04755,0.35762,0.727601,0.475858,0.921754,All
-3.92508,0.603015,0.412246,3.45997,0.0980158,0.911006,2.88251,0.89798,0.392687,3.07689,0.154714,0.916875,-2.63394,0.30743,0.438762,0.88311,0.668044,0.917856,5.71682,0.0527784,0.250973,1.06196,0.172819,0.915612,-1.4972,0.360203,0.49552,-4.53717,1.07085,0.382662,0.741594,0.437523,0.928141,All
-3.89327,0.608901,0.431527,3.52635,0.0910509,0.917278,2.90842,0.911231,0.416129,3.13084,0.140875,0.924844,-2.58426,0.309039,0.454076,0.897653,0.60042,0.927073,5.83281,0.053376,0.25713,1.08434,0.16354,0.919374,-1.45164,0.360064,0.51193,-4.51354,1.08986,0.408205,0.755586,0.402112,0.934012,All
-3.86145,0.613354,0.450972,3.59273,0.0845656,0.923104,2.93433,0.921298,0.439873,3.18479,0.128114,0.932096,-2.53458,0.31019,0.46946,0.912197,0.538442,0.935348,5.94881,0.0540003,0.263357,1.10671,0.154842,0.922935,-1.40608,0.359318,0.52832,-4.4899,1.10434,0.434145,0.769579,0.369434,0.939407,All
-3.82964,0.616341,0.470536,3.65911,0.0785306,0.928515,2.96023,0.928071,0.463836,3.23875,0.116373,0.938687,-2.4849,0.310879,0.484888,0.926741,0.481851,0.942761,6.0648,0.0546524,0.269658,1.12909,0.146684,0.926308,-1.36052,0.357966,0.544661,-4.46627,1.11411,0.460371,0.783571,0.339307,0.944362,All
-3.79783,0.61784,0.490171,3.72549,0.0729178,0.933539,2.98614,0.931476,0.487931,3.2927,0.105595,0.944671,-2.43522,0.311102,0.50034,0.941285,0.430361,0.949389,6.18079,0.0553336,0.276037,1.15147,0.139027,0.929503,-1.31496,0.356016,0.560928,-4.44263,1.11902,0.486771,0.797564,0.311554,0.948913,All
-3.76602,0.61784,0.509829,3.79187,0.0677004,0.938204,3.01205,0.931476,0.512069,3.34665,0.09572,0.950097,-2.38554,0.310859,0.515791,0.955828,0.383661,0.955303,6.29679,0.0560455,0.282496,1.17384,0.131837,0.932533,-1.2694,0.353479,0.577092,-4.419,1.11902,0.513229,0.811556,0.286005,0.953091,All
-3.73421,0.616341,0.529464,3.85825,0.0628526,0.942536,3.03796,0.928071,0.536164,3.40061,0.086688,0.955015,-2.33586,0.310149,0.531219,0.970372,0.341434,0.96057,6.41278,0.0567894,0.28904,1.19622,0.12508,0.935407,-1.22384,0.350366,0.593127,-4.39536,1.11411,0.539629,0.825549,0.262501,0.956927,All
-3.70239,0.613354,0.549028,3.92463,0.05835,0.946556,3.06386,0.921298,0.560127,3.45456,0.0784409,0.959466,-2.28618,0.308978,0.546599,0.984916,0.303356,0.965254,6.52877,0.0575671,0.295672,1.2186,0.118728,0.938134,-1.17828,0.346693,0.609008,-4.37172,1.10434,0.565855,0.839541,0.240892,0.960446,All
-3.67058,0.608901,0.568473,3.99101,0.0541693,0.950289,3.08977,0.911231,0.583871,3.50851,0.0709222,0.963492,-2.23651,0.307349,0.56191,0.999459,0.26911,0.969413,6.64477,0.0583805,0.302396,1.24097,0.112752,0.940723,-1.13272,0.342478,0.624709,-4.34809,1.08986,0.591795,0.853534,0.221033,0.963676,All
-3.63877,0.603015,0.587754,4.05739,0.0502886,0.953755,3.11568,0.89798,0.607313,3.56247,0.0640772,0.967131,-2.18683,0.30527,0.577129,1.014,0.238384,0.973099,6.76076,0.0592313,0.309217,1.26335,0.107128,0.943182,-1.08716,0.337743,0.640207,-4.32445,1.07085,0.617338,0.867526,0.202792,0.966639,All
-3.60696,0.595736,0.606825,4.12377,0.0466872,0.956972,3.14158,0.881686,0.630373,3.61642,0.0578535,0.970417,-2.13715,0.30275,0.592234,1.02855,0.210878,0.976362,6.87676,0.0601218,0.316138,1.28573,0.10183,0.94552,-1.0416,0.33251,0.655477,-4.30082,1.04755,0.64238,0.881519,0.186043,0.969358,All
-3.57514,0.587118,0.625643,4.19015,0.0433458,0.959959,3.16749,0.862524,0.652972,3.67037,0.0522018,0.973384,-2.08747,0.299802,0.607203,1.04309,0.186306,0.979247,6.99275,0.0610541,0.323166,1.3081,0.0968389,0.947742,-0.996043,0.326805,0.670497,-4.27718,1.02025,0.666824,0.895511,0.17067,0.971852,All
-3.54333,0.57722,0.644166,4.25653,0.0402461,0.962732,3.1934,0.840694,0.67504,3.72433,0.047075,0.97606,-2.03779,0.296436,0.622015,1.05763,0.1644,0.981794,7.10874,0.0620308,0.330304,1.33048,0.0921331,0.949856,-0.950484,0.320654,0.685248,-4.25355,0.98931,0.690579,0.909504,0.156564,0.97414,All
-3.51152,0.566113,0.662355,4.32291,0.0373709,0.965307,3.2193,0.816421,0.69651,3.77828,0.0424292,0.978472,-1.98811,0.292669,0.636649,1.07218,0.144904,0.984041,7.22474,0.0630546,0.337558,1.35286,0.0876942,0.951867,-0.904925,0.314087,0.699708,-4.22991,0.955092,0.713564,0.923496,0.143624,0.976239,All
-3.47971,0.553873,0.680173,4.38929,0.0347044,0.967698,3.24521,0.78995,0.717322,3.83223,0.0382234,0.980646,-1.93843,0.288516,0.651087,1.08672,0.127585,0.98602,7.34073,0.0641284,0.344934,1.37524,0.083505,0.953782,-0.859365,0.307135,0.713861,-4.20628,0.91801,0.735704,0.937489,0.131756,0.978165,All
-3.4479,0.540583,0.697584,4.45567,0.0322314,0.969918,3.27112,0.761543,0.737423,3.88618,0.0344191,0.982604,-1.88875,0.283996,0.66531,1.10127,0.112224,0.987761,7.45672,0.0652555,0.352437,1.39761,0.0795494,0.955606,-0.813806,0.299828,0.727689,-4.18264,0.878493,0.756939,0.951481,0.120873,0.979931,All
-3.41608,0.526332,0.714557,4.52205,0.0299382,0.971981,3.29702,0.731475,0.756766,3.94014,0.0309808,0.984367,-1.83907,0.279127,0.679299,1.11581,0.098619,0.989293,7.57272,0.0664392,0.360074,1.41999,0.0758124,0.957344,-0.768247,0.292201,0.741176,-4.15901,0.836987,0.777216,0.965474,0.110895,0.981551,All
-3.38427,0.511213,0.731063,4.58843,0.0278116,0.973897,3.32293,0.700025,0.775312,3.99409,0.0278757,0.985953,-1.7894,0.27393,0.693038,1.13035,0.0865874,0.990638,7.68871,0.0676834,0.367852,1.44237,0.0722803,0.959,-0.722687,0.284286,0.754309,-4.13537,0.79394,0.796492,0.979466,0.101748,0.983038,All
-3.35246,0.495324,0.747075,4.65482,0.0258396,0.975676,3.34884,0.667478,0.793028,4.04804,0.0250733,0.98738,-1.73972,0.268427,0.706511,1.1449,0.0759609,0.991818,7.80471,0.0689923,0.375778,1.46474,0.0689403,0.96058,-0.677128,0.276117,0.767076,-4.11174,0.749801,0.814737,0.993459,0.0933627,0.984402,All
-3.32065,0.478765,0.76257,4.7212,0.024011,0.97733,3.37474,0.634118,0.809889,4.102,0.0225458,0.988664,-1.69004,0.26264,0.719703,1.15944,0.066587,0.992853,7.9207,0.0703707,0.38386,1.48712,0.0657803,0.962087,-0.631569,0.26773,0.779465,-4.0881,0.705007,0.83193,1.00745,0.0856772,0.985654,All
-3.28883,0.461637,0.77753,4.78758,0.0223152,0.978867,3.40065,0.600223,0.825879,4.15595,0.0202675,0.989817,-1.64036,0.256592,0.732602,1.17398,0.0583276,0.99376,8.03669,0.0718234,0.392106,1.5095,0.0627894,0.963525,-0.58601,0.259159,0.791468,-4.06447,0.659979,0.848061,1.02144,0.0786331,0.986803,All
-3.25702,0.444042,0.791937,4.85396,0.0207425,0.980296,3.42656,0.566063,0.840986,4.2099,0.0182149,0.990855,-1.59068,0.250308,0.745194,1.18853,0.0510581,0.994555,8.15269,0.0733563,0.400526,1.53187,0.0599571,0.964898,-0.54045,0.250438,0.803077,-4.04083,0.615115,0.863129,1.03544,0.0721769,0.987857,All
-3.22521,0.426081,0.805778,4.92034,0.0192839,0.981623,3.45246,0.531896,0.855208,4.26386,0.0163666,0.991787,-1.541,0.243811,0.757468,1.20307,0.0446664,0.99525,8.26868,0.0749755,0.409127,1.55425,0.0572738,0.96621,-0.494891,0.241601,0.814286,-4.0172,0.570783,0.877142,1.04943,0.0662595,0.988825,All
-3.1934,0.407855,0.819043,4.98672,0.0179311,0.982858,3.47837,0.497964,0.868548,4.31781,0.014703,0.992624,-1.49132,0.237127,0.769415,1.21762,0.0390517,0.995858,8.38467,0.0766879,0.417923,1.57663,0.0547306,0.967463,-0.449332,0.232682,0.825091,-3.99356,0.527321,0.890117,1.06342,0.060836,0.989714,All
-3.16159,0.389462,0.831726,5.0531,0.0166761,0.984006,3.50428,0.464493,0.881014,4.37176,0.0132062,0.993376,-1.44164,0.23028,0.781026,1.23216,0.0341239,0.996389,8.50067,0.0785013,0.426922,1.599,0.0523191,0.96866,-0.403772,0.223713,0.835487,-3.96993,0.485029,0.902078,1.07741,0.0558648,0.99053,All
-3.12977,0.370996,0.843822,5.11948,0.0155119,0.985074,3.53018,0.431687,0.892621,4.42572,0.0118601,0.994052,-1.39196,0.223296,0.792293,1.2467,0.0298027,0.996853,8.61666,0.0804243,0.436138,1.62138,0.0500315,0.969805,-0.358213,0.214727,0.845475,-3.94629,0.444171,0.913056,1.09141,0.0513081,0.991279,All
-3.09796,0.352548,0.85533,5.18586,0.0144317,0.986067,3.55609,0.399732,0.903388,4.47967,0.0106498,0.994658,-1.34229,0.216198,0.80321,1.26125,0.0260163,0.997258,8.73265,0.0824665,0.445584,1.64376,0.0478605,0.9709,-0.312654,0.205752,0.855053,-3.92266,0.404968,0.923087,1.1054,0.047131,0.991968,All
-3.06615,0.334205,0.866253,5.25224,0.0134294,0.986992,3.582,0.368789,0.913341,4.53362,0.00956201,0.995203,-1.29261,0.209012,0.813773,1.27579,0.0227009,0.997612,8.84865,0.0846388,0.455274,1.66613,0.0457994,0.971948,-0.267095,0.19682,0.864223,-3.89902,0.367605,0.932213,1.11939,0.0433015,0.9926,All
-3.03434,0.316048,0.876596,5.31862,0.0124992,0.987852,3.6079,0.338998,0.922506,4.58758,0.00858457,0.995692,-1.24293,0.201762,0.823976,1.29033,0.0197999,0.997921,8.96464,0.0869535,0.465225,1.68851,0.0438417,0.97295,-0.221535,0.187957,0.872988,-3.87538,0.332224,0.94048,1.13338,0.0397904,0.993181,All
-3.00252,0.298152,0.886364,5.385,0.0116358,0.988653,3.63381,0.310474,0.930916,4.64153,0.0077065,0.996131,-1.19325,0.194472,0.833819,1.30488,0.017263,0.99819,9.08064,0.0894245,0.475452,1.71089,0.0419815,0.97391,-0.175976,0.179189,0.881351,-3.85175,0.29893,0.947934,1.14738,0.0365708,0.993715,All
-2.97071,0.280587,0.895569,5.45138,0.0108343,0.989398,3.65972,0.283311,0.938605,4.69548,0.00691788,0.996525,-1.14357,0.187164,0.843298,1.31942,0.015046,0.998424,9.19663,0.0920675,0.485977,1.73326,0.0402133,0.97483,-0.130417,0.170542,0.889317,-3.82811,0.267792,0.954627,1.16137,0.0336183,0.994206,All
