iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3
1066,1690.64,1,-3.88215,0.710592,2.81941,1.97548,-2.08589,0.590175,5.2839,0.396815,-1.48138,-1.90591,0.974306,-4.28959,0.5679,1.34541,0.484933,0.399015,1.25268,0.228577,1.58559,0.57953,0.700456,0.0828256,0.219313,-0.82533,-0.588762,-0.937925,0.589831,0.342641,-0.159694,-0.802494,-0.271543,-0.781514,0.532854,0.5716,0.712059,-0.67871,-0.320346,0.331278,0.709065,0.0708162,0.567077,-0.69904,0.631365,-0.929566,0.0291726,0.538337,0.89351,0.602673,0.83031,-0.35712,-0.603483,-0.467527,0.265755,0.809013,0.230377,0.769651,-0.276945,0.0702093,-0.621525,-0.836295,-0.445872,-0.739466,0.42959,-0.411579,-0.033725,0.648658,0.000527143,-0.290908,0.325274,-0.147614,0.222085,0.0910829,0.585305,0.871529,-0.47415,0.694667,-0.369753,-0.452651,0.863667,0.411789,0.556954
1067,1691.12,1,-3.88167,0.736221,2.82136,1.98651,-2.10628,0.594976,5.38428,0.402414,-1.46945,-1.88249,0.966043,-4.28978,0.554533,1.33486,0.483407,0.406317,1.25071,0.227923,1.60197,0.602231,0.674312,0.081948,0.217094,-0.831392,-0.575856,-0.936012,0.540346,0.361176,-0.185541,-0.803215,-0.254583,-0.778352,0.535068,0.546912,0.721613,-0.64421,-0.324998,0.341931,0.684591,0.0412364,0.566408,-0.702687,0.647019,-0.902854,-0.0322944,0.575781,0.87926,0.555286,0.816091,-0.343331,-0.551823,-0.503803,0.313025,0.810746,0.202773,0.763997,-0.289455,0.0291537,-0.619422,-0.788682,-0.445185,-0.726366,0.472378,-0.41871,-0.0501872,0.626916,-0.00366632,-0.286151,0.324645,-0.140479,0.242843,0.0389112,0.589698,0.88826,-0.471993,0.705421,-0.356959,-0.477812,0.874061,0.405195,0.551313
1068,1686.03,1,-3.85864,0.710169,2.8047,1.98373,-2.11903,0.594016,5.25151,0.395886,-1.46963,-1.88553,0.964877,-4.29379,0.570273,1.31303,0.491442,0.414484,1.27609,0.229496,1.55652,0.615086,0.679766,0.0835186,0.225212,-0.848622,-0.5607,-0.932023,0.490952,0.374929,-0.155728,-0.806327,-0.247414,-0.771864,0.552667,0.534506,0.737467,-0.640145,-0.345799,0.346474,0.713352,0.0397227,0.556349,-0.722351,0.635815,-0.884159,-0.0179418,0.537198,0.870003,0.545439,0.802971,-0.322158,-0.496737,-0.513705,0.28385,0.810127,0.196466,0.756765,-0.29858,0.00292645,-0.599109,-0.76227,-0.393131,-0.655768,0.494715,-0.425055,-0.0606371,0.645369,0.0116216,-0.243199,0.317155,-0.218918,0.167199,0.0197809,0.570832,0.880598,-0.483617,0.703147,-0.327221,-0.468912,0.86456,0.410245,0.564793
1069,1698.14,1,-3.86129,0.725082,2.8104,1.99561,-2.14137,0.596335,5.35204,0.394442,-1.47594,-1.88917,0.984006,-4.28609,0.59569,1.26378,0.461489,0.414723,1.28476,0.229874,1.54896,0.613849,0.696223,0.0786597,0.232094,-0.861453,-0.582184,-0.932508,0.491164,0.405875,-0.198943,-0.814451,-0.22964,-0.749959,0.574433,0.520701,0.738493,-0.589956,-0.367932,0.3404,0.705855,0.0393555,0.538292,-0.738314,0.654125,-0.87628,-0.0212381,0.567087,0.86437,0.570082,0.81925,-0.356578,-0.488513,-0.521511,0.309158,0.821978,0.19009,0.731681,-0.333033,-0.0136668,-0.592607,-0.736766,-0.443809,-0.665467,0.49709,-0.418405,-0.0925364,0.629206,0.0205546,-0.208372,0.344551,-0.124102,0.224315,0.0163727,0.559102,0.857717,-0.496184,0.723918,-0.35098,-0.49731,0.865527,0.406193,0.550488
1070,1702.67,1,-3.84776,0.738047,2.81722,2.02423,-2.13633,0.596263,5.31016,0.397429,-1.49739,-1.89045,0.998535,-4.28718,0.581172,1.25308,0.450141,0.42523,1.30231,0.234074,1.54083,0.590569,0.668319,0.0756126,0.232135,-0.848343,-0.580172,-0.930535,0.507397,0.396631,-0.199094,-0.794285,-0.209292,-0.758998,0.54967,0.513439,0.729804,-0.607431,-0.38012,0.328254,0.674568,0.00948667,0.548351,-0.723127,0.662732,-0.88279,-0.0492329,0.581851,0.876737,0.570451,0.814774,-0.350964,-0.501465,-0.521753,0.312595,0.815181,0.172158,0.73157,-0.309489,-0.0159477,-0.589118,-0.76263,-0.483419,-0.702344,0.560595,-0.405562,-0.0983626,0.640077,0.00424306,-0.223408,0.364279,-0.0586409,0.274294,-0.0194449,0.558845,0.851083,-0.472934,0.695984,-0.351173,-0.496503,0.869565,0.405219,0.565851
1071,1686.26,1,-3.81782,0.761123,2.83359,2.02253,-2.1557,0.596873,5.43772,0.405107,-1.47956,-1.88934,0.993142,-4.28732,0.568676,1.2622,0.451072,0.430031,1.29481,0.232707,1.54172,0.591709,0.673514,0.0695049,0.225899,-0.846572,-0.550897,-0.928581,0.493169,0.413338,-0.158201,-0.789583,-0.191623,-0.743123,0.558748,0.483101,0.728348,-0.577553,-0.384226,0.276606,0.658503,-0.00193447,0.523842,-0.721052,0.648242,-0.892446,-0.0459061,0.657981,0.873735,0.568194,0.815545,-0.349348,-0.513677,-0.537368,0.261746,0.828207,0.161081,0.725944,-0.320717,-0.0136973,-0.678565,-0.755757,-0.495683,-0.713021,0.555924,-0.209054,-0.124446,0.639494,0.00784759,-0.222782,0.422294,0.134639,0.362658,-0.133028,0.552247,0.867494,-0.453618,0.702223,-0.351852,-0.499696,0.873593,0.404795,0.558596
1072,1696.46,1,-3.79976,0.774036,2.84462,1.98076,-2.19866,0.600782,5.43038,0.413434,-1.47974,-1.8697,0.99183,-4.29369,0.583144,1.26394,0.448682,0.433614,1.29523,0.233273,1.47624,0.572352,0.670906,0.0642493,0.223946,-0.831849,-0.55043,-0.924564,0.544661,0.419913,-0.174987,-0.804756,-0.198558,-0.763962,0.573419,0.472209,0.701222,-0.61491,-0.398003,0.344494,0.670056,-0.00665273,0.549651,-0.72048,0.64648,-0.866271,-0.0701463,0.649706,0.867822,0.581668,0.818912,-0.31823,-0.535426,-0.543966,0.261201,0.831083,0.171514,0.735759,-0.319404,0.0254505,-0.673149,-0.782203,-0.526732,-0.752774,0.557054,-0.229686,-0.162047,0.610516,-0.0201967,-0.209559,0.438093,0.104922,0.3479,-0.155627,0.549114,0.877104,-0.472486,0.686922,-0.347621,-0.530284,0.865333,0.403748,0.561289
1073,1683.1,1,-3.80381,0.756896,2.82374,1.98394,-2.1705,0.598943,5.44822,0.405017,-1.47343,-1.9043,0.996296,-4.29533,0.576652,1.29022,0.451844,0.432511,1.29036,0.233878,1.52718,0.583375,0.667144,0.0708459,0.227287,-0.834932,-0.565851,-0.927592,0.579038,0.417327,-0.148762,-0.776099,-0.195029,-0.758952,0.551383,0.514698,0.705838,-0.580543,-0.366307,0.337873,0.660106,0.0193044,0.566469,-0.717198,0.63019,-0.922663,-0.0346849,0.587805,0.882663,0.583544,0.829186,-0.357929,-0.588985,-0.543488,0.21313,0.789173,0.149334,0.715942,-0.298475,0.0528516,-0.655715,-0.828876,-0.542804,-0.813017,0.481012,-0.23163,-0.0833002,0.640291,0.00832497,-0.238707,0.370409,0.032407,0.29244,-0.189873,0.602096,0.870337,-0.490259,0.682996,-0.361325,-0.531937,0.863151,0.405793,0.544209
1074,1677.34,1,-3.81729,0.712563,2.81619,1.99833,-2.13072,0.592239,5.26791,0.393408,-1.46863,-1.93316,0.998378,-4.29914,0.582326,1.26305,0.467827,0.420785,1.28612,0.230889,1.53815,0.584677,0.662676,0.067305,0.226341,-0.847386,-0.570756,-0.925827,0.626145,0.385862,-0.138953,-0.7975,-0.227516,-0.755347,0.561765,0.525105,0.71401,-0.610686,-0.366765,0.300634,0.680434,0.0284229,0.566448,-0.699372,0.628194,-0.944178,-0.0141784,0.578838,0.887585,0.59763,0.816932,-0.382832,-0.642053,-0.51231,0.212383,0.800516,0.187248,0.711863,-0.32237,0.0735094,-0.625657,-0.877828,-0.560979,-0.832988,0.472471,-0.273698,-0.0648485,0.631897,0.02641,-0.247574,0.32062,0.0127025,0.281255,-0.120103,0.603309,0.872395,-0.507195,0.708201,-0.361048,-0.529443,0.86552,0.411603,0.564228
1075,1680.37,1,-3.81731,0.718647,2.82624,1.97967,-2.11927,0.589711,5.31058,0.38693,-1.48456,-1.94683,1.0105,-4.2993,0.577186,1.25939,0.451627,0.444208,1.28413,0.229524,1.55058,0.60286,0.66762,0.0725815,0.227346,-0.839297,-0.546145,-0.926431,0.660257,0.395762,-0.127246,-0.777184,-0.236162,-0.750232,0.577563,0.479963,0.697697,-0.618634,-0.379155,0.312922,0.651096,0.0357798,0.556134,-0.702319,0.612137,-0.936502,0.028732,0.545955,0.87264,0.609939,0.813986,-0.354157,-0.679915,-0.509261,0.180372,0.787537,0.202164,0.713695,-0.326187,0.0954184,-0.57625,-0.893634,-0.559689,-0.857634,0.46072,-0.27847,-0.0453633,0.631657,0.0248609,-0.231993,0.253953,-0.0413454,0.268543,-0.114954,0.630184,0.869411,-0.495483,0.708888,-0.37343,-0.528103,0.857768,0.417453,0.556874
1076,1681.77,1,-3.8096,0.722691,2.82507,1.98504,-2.12078,0.590897,5.19795,0.39125,-1.48119,-1.93472,1.00658,-4.30089,0.563878,1.22125,0.474453,0.432071,1.2711,0.227283,1.62188,0.603026,0.675111,0.0715017,0.234637,-0.833639,-0.559453,-0.930125,0.673233,0.384318,-0.0872897,-0.79974,-0.283223,-0.762131,0.55865,0.453523,0.699806,-0.604704,-0.382469,0.281992,0.64532,0.0527813,0.529904,-0.694626,0.645877,-0.941471,-0.00388893,0.497275,0.867724,0.619405,0.807877,-0.313342,-0.707781,-0.499314,0.157329,0.808748,0.248511,0.732983,-0.312551,0.10679,-0.52931,-0.894298,-0.580426,-0.854515,0.442127,-0.311876,-0.0420355,0.612682,0.0222295,-0.236653,0.213943,-0.0808285,0.208438,-0.0991223,0.648271,0.870752,-0.492722,0.732346,-0.378638,-0.497485,0.866365,0.412986,0.558164
1077,1677.5,1,-3.82934,0.715577,2.8303,2.00079,-2.09655,0.588822,5.30598,0.388819,-1.47265,-1.95421,0.976983,-4.30262,0.550704,1.22241,0.465497,0.418187,1.24622,0.224857,1.57681,0.597692,0.690535,0.0709186,0.234209,-0.823946,-0.551944,-0.925701,0.692806,0.386326,-0.101181,-0.799146,-0.290686,-0.771698,0.571219,0.495483,0.682191,-0.642307,-0.34655,0.326035,0.65737,0.079624,0.559098,-0.70095,0.613827,-0.934856,-0.00344761,0.55856,0.863222,0.59871,0.809537,-0.335497,-0.708663,-0.517965,0.140091,0.810833,0.239497,0.732143,-0.312752,0.116766,-0.547853,-0.895194,-0.556739,-0.866648,0.442137,-0.263729,-0.0667533,0.609947,0.0120481,-0.265856,0.263135,-0.0569516,0.244838,-0.0691894,0.618112,0.862793,-0.500247,0.727645,-0.401529,-0.502535,0.861058,0.40507,0.562688
1078,1674.82,1,-3.83432,0.763206,2.83641,1.98339,-2.10086,0.59172,5.52067,0.400019,-1.45876,-1.93006,0.971781,-4.30391,0.536659,1.23408,0.466417,0.423927,1.24054,0.223571,1.63942,0.613744,0.671299,0.0701256,0.230051,-0.824894,-0.547983,-0.928073,0.648514,0.363931,-0.0267149,-0.784282,-0.294923,-0.769845,0.552005,0.485104,0.69522,-0.583929,-0.356608,0.242916,0.639727,0.0535175,0.550256,-0.679746,0.620998,-0.930215,-0.0286511,0.549612,0.865393,0.573616,0.801602,-0.314877,-0.690785,-0.497797,0.106464,0.796541,0.238786,0.724666,-0.299611,0.118998,-0.556908,-0.880655,-0.540596,-0.839755,0.394907,-0.269367,-0.0165988,0.617932,0.0307911,-0.309835,0.233331,-0.0533535,0.239335,0.0139169,0.631756,0.856795,-0.507318,0.733898,-0.420097,-0.519131,0.866352,0.402125,0.551193
1079,1676.97,1,-3.82426,0.80688,2.83719,1.9587,-2.1452,0.594442,5.81346,0.402187,-1.45485,-1.89426,0.982619,-4.30854,0.552011,1.23162,0.473194,0.425645,1.23853,0.221082,1.59761,0.605195,0.666347,0.0647161,0.225121,-0.839046,-0.540905,-0.931012,0.650404,0.376917,-0.0143396,-0.807595,-0.243774,-0.765605,0.564357,0.48074,0.721515,-0.552766,-0.399183,0.241793,0.645939,-0.0141513,0.559041,-0.676268,0.606217,-0.927898,-0.0195197,0.510758,0.838238,0.542469,0.802678,-0.349081,-0.689943,-0.496304,0.0846944,0.816453,0.192975,0.719764,-0.325053,0.0533076,-0.434666,-0.876961,-0.580545,-0.874083,0.412154,-0.31134,-0.033678,0.655329,0.0170776,-0.277739,0.156943,-0.115896,0.20661,0.00727418,0.585996,0.863391,-0.522139,0.697091,-0.401996,-0.543338,0.873853,0.406681,0.56904
1080,1683.94,1,-3.82351,0.820652,2.85133,1.95446,-2.15003,0.592185,5.77075,0.406365,-1.45459,-1.89013,0.98242,-4.31023,0.539517,1.21152,0.462546,0.429938,1.25073,0.225786,1.55947,0.615639,0.665491,0.0592477,0.23022,-0.838776,-0.572157,-0.934125,0.661443,0.360029,-0.0236226,-0.826999,-0.246793,-0.755664,0.577505,0.487458,0.707612,-0.535488,-0.385233,0.249327,0.635594,-0.00936979,0.550351,-0.686456,0.618149,-0.926694,0.0535769,0.442979,0.840035,0.614093,0.831886,-0.367778,-0.683722,-0.460264,0.0685207,0.836164,0.219963,0.724541,-0.332641,0.00454283,-0.413089,-0.861823,-0.621821,-0.893124,0.412665,-0.31076,-0.0193051,0.652905,0.0293608,-0.282371,0.119421,-0.0749333,0.229505,0.0431477,0.596934,0.849299,-0.518603,0.702921,-0.390786,-0.514185,0.895867,0.411222,0.54956
1081,1674.55,1,-3.81593,0.807578,2.84022,1.97915,-2.11164,0.589039,5.65117,0.403039,-1.46579,-1.89471,0.976021,-4.30687,0.537291,1.18458,0.444875,0.421826,1.2596,0.227356,1.57286,0.621334,0.654836,0.0557938,0.229435,-0.822277,-0.565135,-0.932897,0.674385,0.357495,-0.0804137,-0.82218,-0.240082,-0.753025,0.555567,0.488597,0.682256,-0.547571,-0.343026,0.307351,0.621392,-0.0245427,0.530187,-0.704183,0.611041,-0.921021,0.0827274,0.457013,0.835935,0.636037,0.827252,-0.378766,-0.699343,-0.456803,0.122051,0.837371,0.229061,0.717334,-0.309572,0.00206081,-0.426193,-0.859569,-0.628663,-0.893397,0.42259,-0.339128,-0.00614861,0.639113,0.0612374,-0.298391,0.14447,-0.0711293,0.252199,0.0144402,0.610871,0.8572,-0.505362,0.719442,-0.352031,-0.511746,0.869903,0.406441,0.560862
1082,1656.41,1,-3.83599,0.804301,2.82867,1.98671,-2.06779,0.583629,5.59344,0.39215,-1.46308,-1.93988,0.975785,-4.30421,0.529275,1.15946,0.430996,0.433993,1.26946,0.230425,1.55865,0.633988,0.667128,0.0559303,0.240391,-0.828229,-0.585546,-0.937219,0.66177,0.345312,-0.0563255,-0.820021,-0.252116,-0.771146,0.568792,0.527188,0.700058,-0.607249,-0.330809,0.298249,0.655101,0.00919211,0.560262,-0.718662,0.638586,-0.942598,0.028399,0.520511,0.862046,0.608985,0.828259,-0.37086,-0.68258,-0.460333,0.12953,0.839361,0.235686,0.740518,-0.33354,0.0256588,-0.503645,-0.864972,-0.578502,-0.858103,0.431013,-0.323507,-0.0418179,0.629407,0.0604637,-0.319047,0.217837,-0.0706331,0.191805,0.0634214,0.597913,0.875107,-0.513059,0.723218,-0.355061,-0.508193,0.858103,0.403843,0.5566
1083,1661.25,1,-3.83311,0.849514,2.85462,1.96137,-2.10463,0.586306,5.8957,0.402776,-1.47171,-1.91617,0.972412,-4.30911,0.530455,1.16316,0.461324,0.453209,1.27502,0.229753,1.54165,0.643443,0.669002,0.0553273,0.229706,-0.833891,-0.552812,-0.932055,0.6873,0.355215,-0.151353,-0.813762,-0.239285,-0.782867,0.601234,0.487172,0.710274,-0.633241,-0.380179,0.380157,0.650758,-0.00132358,0.574087,-0.740893,0.611325,-0.930618,0.00895052,0.502549,0.855475,0.603347,0.819544,-0.374698,-0.714129,-0.481154,0.211766,0.819567,0.196743,0.738196,-0.358815,0.104085,-0.506762,-0.867124,-0.502393,-0.837679,0.451091,-0.460917,-0.038932,0.654311,0.0384437,-0.244809,0.213655,-0.159686,0.217726,-0.0194074,0.607845,0.898042,-0.56393,0.698021,-0.375922,-0.551704,0.86377,0.408212,0.556221
1084,1662.19,1,-3.85538,0.767387,2.85878,1.97077,-2.02523,0.576143,5.54505,0.390691,-1.46163,-1.97601,0.982101,-4.30619,0.520585,1.18433,0.461991,0.457825,1.27444,0.233025,1.51284,0.657189,0.677964,0.0593786,0.229185,-0.819861,-0.591188,-0.927959,0.677089,0.35299,-0.0978356,-0.847999,-0.262259,-0.79902,0.618151,0.540742,0.686502,-0.633905,-0.339137,0.395446,0.677345,0.039008,0.603432,-0.761367,0.628877,-0.922319,-0.0109725,0.475521,0.856251,0.592075,0.840242,-0.403085,-0.712425,-0.489263,0.143182,0.845168,0.197328,0.735651,-0.376652,0.154672,-0.519261,-0.853374,-0.458228,-0.815956,0.407607,-0.429032,-0.0918797,0.668844,0.0436339,-0.242915,0.169198,-0.215137,0.151506,0.0060675,0.572092,0.905788,-0.579588,0.693326,-0.393141,-0.57645,0.871274,0.41296,0.555147
1085,1663.44,1,-3.84956,0.828022,2.86237,1.95852,-2.03949,0.577567,5.73503,0.394037,-1.47691,-1.95493,0.94433,-4.30591,0.537671,1.20986,0.44676,0.47459,1.29051,0.236082,1.50609,0.657253,0.672248,0.0571258,0.23497,-0.825423,-0.580996,-0.930191,0.650691,0.333642,-0.132872,-0.848311,-0.272048,-0.800261,0.603392,0.552687,0.694427,-0.634137,-0.325156,0.426141,0.698142,0.085309,0.627685,-0.757322,0.631432,-0.925815,0.0140619,0.461281,0.851896,0.610253,0.844342,-0.388331,-0.667833,-0.46416,0.195736,0.844413,0.211909,0.75127,-0.365078,0.0833636,-0.519325,-0.83042,-0.515479,-0.84106,0.413581,-0.495498,-0.0408009,0.673327,0.0583869,-0.234738,0.19473,-0.221155,0.154339,-0.0162136,0.59897,0.914871,-0.574658,0.703257,-0.396325,-0.567741,0.867092,0.410495,0.549654
1086,1674.27,1,-3.84993,0.888673,2.86607,1.9347,-2.0813,0.582646,5.92604,0.406944,-1.47343,-1.90734,0.945397,-4.30292,0.537354,1.23667,0.440808,0.466458,1.30509,0.237748,1.53863,0.663533,0.662387,0.0534164,0.228004,-0.844187,-0.607101,-0.934309,0.712811,0.323585,-0.157532,-0.8319,-0.226149,-0.782258,0.596943,0.549265,0.718885,-0.702625,-0.329859,0.438626,0.676362,0.0607292,0.631363,-0.750461,0.663996,-0.893632,0.00458962,0.390211,0.878186,0.599253,0.858915,-0.369577,-0.727629,-0.439739,0.214065,0.842937,0.17605,0.742041,-0.368357,0.157031,-0.494924,-0.839155,-0.423516,-0.830526,0.427684,-0.556148,-0.0221336,0.672399,0.0558106,-0.231472,0.173999,-0.260435,0.140634,-0.0275958,0.578429,0.905214,-0.546395,0.694378,-0.361613,-0.546309,0.879508,0.409086,0.561953
1087,1670.08,1,-3.87637,0.826746,2.89031,1.99299,-2.01362,0.572746,5.66876,0.403436,-1.45687,-1.94181,0.924087,-4.30192,0.54556,1.24368,0.477445,0.454417,1.30905,0.24338,1.52799,0.646421,0.673848,0.0569184,0.240313,-0.839655,-0.59368,-0.936904,0.701696,0.334247,-0.131657,-0.835896,-0.23318,-0.795011,0.55772,0.554234,0.726352,-0.717511,-0.3777,0.420276,0.672045,0.0513775,0.648284,-0.692477,0.63082,-0.877113,-0.00114299,0.403678,0.871821,0.613584,0.863862,-0.382848,-0.693317,-0.455521,0.216168,0.840974,0.166542,0.748817,-0.332017,0.186292,-0.500017,-0.831296,-0.445177,-0.84534,0.432838,-0.609362,-0.0495867,0.675386,0.0331653,-0.255737,0.166395,-0.28993,0.126312,0.046428,0.582437,0.913329,-0.530615,0.67637,-0.392407,-0.537921,0.865002,0.403713,0.582278
1088,1669.19,1,-3.87903,0.823276,2.89681,2.01787,-1.98454,0.570976,5.74506,0.400447,-1.45556,-1.93073,0.931266,-4.30489,0.548964,1.26094,0.466764,0.442541,1.30265,0.242271,1.51687,0.62241,0.65559,0.0553467,0.232904,-0.813939,-0.611453,-0.934943,0.683124,0.321138,-0.128221,-0.835267,-0.244644,-0.808073,0.547973,0.584987,0.690366,-0.72137,-0.354463,0.414002,0.669315,0.0676868,0.651936,-0.690277,0.652158,-0.882144,-0.0255778,0.401827,0.877532,0.583745,0.85875,-0.348763,-0.667732,-0.431726,0.209144,0.838379,0.192498,0.759444,-0.313667,0.203165,-0.540293,-0.811335,-0.423584,-0.833816,0.408327,-0.641217,-0.0283338,0.662331,0.00861712,-0.276414,0.147653,-0.311973,0.133964,0.108689,0.58972,0.915396,-0.51462,0.661182,-0.368351,-0.501216,0.878894,0.402901,0.564182
1089,1671.57,1,-3.8409,0.916228,2.87699,1.95665,-2.07426,0.580912,6.16927,0.413039,-1.48085,-1.88785,0.950105,-4.3039,0.553425,1.23667,0.474404,0.449264,1.28223,0.239026,1.439,0.611761,0.653391,0.0566341,0.23902,-0.80655,-0.598513,-0.930764,0.650152,0.34637,-0.143655,-0.844631,-0.24738,-0.833278,0.558865,0.566181,0.682614,-0.680815,-0.390134,0.404077,0.682689,0.0569664,0.668515,-0.697978,0.635406,-0.894169,-0.0378091,0.447966,0.86152,0.56585,0.843346,-0.342452,-0.627968,-0.47528,0.241554,0.833206,0.169439,0.769248,-0.317393,0.156638,-0.564492,-0.808329,-0.443626,-0.83152,0.423579,-0.606533,-0.0745341,0.674195,-0.0170889,-0.242289,0.19973,-0.298008,0.162097,0.122048,0.561765,0.92381,-0.536478,0.642709,-0.373348,-0.541499,0.867933,0.405226,0.56395
1090,1672.23,1,-3.81137,0.902084,2.8646,1.95744,-2.10662,0.583396,6.20845,0.410096,-1.49723,-1.89047,0.940115,-4.30435,0.562892,1.20948,0.45298,0.445734,1.29488,0.23556,1.49147,0.623419,0.653741,0.0561533,0.227007,-0.805165,-0.576429,-0.934177,0.612354,0.345831,-0.0692723,-0.831588,-0.228959,-0.812432,0.559253,0.558466,0.683146,-0.660181,-0.383509,0.345299,0.643214,0.0538721,0.666867,-0.695932,0.630079,-0.870906,-0.008763,0.436183,0.843042,0.56593,0.837714,-0.338443,-0.59585,-0.450249,0.171168,0.831523,0.165311,0.75598,-0.327203,0.0997766,-0.534048,-0.760267,-0.47886,-0.838687,0.427596,-0.540187,-0.0458218,0.67505,0.0223312,-0.262647,0.124102,-0.26688,0.140951,0.173608,0.58211,0.918015,-0.508816,0.65364,-0.376824,-0.570558,0.866025,0.406768,0.564471
1091,1679.78,1,-3.83584,0.829875,2.85717,1.97614,-2.0714,0.580156,5.87901,0.404337,-1.46474,-1.92373,0.94583,-4.30565,0.565646,1.23612,0.442358,0.443034,1.30984,0.235566,1.44211,0.632786,0.651767,0.0547917,0.232434,-0.812166,-0.568763,-0.932232,0.642844,0.315931,-0.100674,-0.83933,-0.234591,-0.807559,0.542658,0.554409,0.682489,-0.708797,-0.363285,0.369277,0.66071,0.0611264,0.670383,-0.702551,0.616406,-0.865497,0.00272475,0.479276,0.84276,0.56243,0.84387,-0.339839,-0.596851,-0.432845,0.193395,0.835845,0.166315,0.75543,-0.296437,0.0945496,-0.537568,-0.787236,-0.479298,-0.869951,0.481587,-0.537936,-0.0514496,0.687173,0.0276518,-0.271502,0.182009,-0.237371,0.204517,0.116692,0.570503,0.92319,-0.495567,0.648895,-0.367769,-0.541142,0.865881,0.410823,0.573913
1092,1677.21,1,-3.83061,0.837829,2.86314,1.95537,-2.11276,0.584149,6.01022,0.418428,-1.47312,-1.91508,0.971448,-4.30557,0.569179,1.21854,0.436298,0.434502,1.3204,0.23859,1.49541,0.619906,0.653276,0.0592291,0.224582,-0.821122,-0.592447,-0.939077,0.616503,0.354517,-0.142557,-0.83763,-0.226732,-0.798312,0.5318,0.546591,0.709014,-0.646856,-0.418868,0.366332,0.635142,0.0214267,0.64434,-0.65763,0.642236,-0.857761,-0.0454282,0.436237,0.851689,0.560279,0.854169,-0.342437,-0.581102,-0.450938,0.244653,0.846441,0.169933,0.749937,-0.314867,0.102283,-0.473979,-0.767274,-0.517188,-0.863407,0.408192,-0.630618,-0.0784088,0.67396,0.0132672,-0.288586,0.172088,-0.303399,0.180911,0.21569,0.573363,0.915303,-0.489967,0.652702,-0.392614,-0.533697,0.86882,0.407796,0.574631
1093,1682.76,1,-3.81548,0.86604,2.86993,1.97427,-2.11659,0.585091,6.07459,0.421708,-1.486,-1.90407,0.975148,-4.30774,0.567434,1.22738,0.434534,0.424633,1.3272,0.239467,1.5204,0.618884,0.662619,0.0622845,0.230377,-0.803612,-0.561713,-0.938628,0.561322,0.365996,-0.117997,-0.803088,-0.207813,-0.788857,0.501205,0.522344,0.688111,-0.588814,-0.40483,0.355805,0.608407,-0.0109583,0.607692,-0.643183,0.614035,-0.90408,-0.0105944,0.49703,0.872696,0.555077,0.834487,-0.315234,-0.554107,-0.470934,0.239526,0.812038,0.157688,0.745418,-0.277309,0.0221287,-0.498149,-0.797244,-0.539392,-0.839628,0.390757,-0.542033,-0.0372923,0.674803,0.0342136,-0.310591,0.201541,-0.251215,0.160964,0.223931,0.588731,0.929437,-0.467697,0.673656,-0.354579,-0.494883,0.867098,0.408377,0.55847
1094,1679.58,1,-3.80451,0.871704,2.83411,1.95237,-2.12998,0.585245,6.21406,0.425173,-1.48576,-1.88131,0.975243,-4.30176,0.569814,1.20124,0.447688,0.432251,1.32905,0.23966,1.54095,0.623916,0.661579,0.0536428,0.230514,-0.819769,-0.558278,-0.943071,0.60512,0.369132,-0.122983,-0.823088,-0.18482,-0.777398,0.520172,0.50594,0.714113,-0.645135,-0.426681,0.324275,0.636664,-0.0191865,0.601159,-0.668218,0.606811,-0.874134,0.0468826,0.533898,0.854886,0.57859,0.84032,-0.317829,-0.592158,-0.464988,0.246011,0.827165,0.137961,0.73713,-0.296732,0.0875935,-0.607005,-0.775694,-0.449078,-0.829397,0.389265,-0.433312,-0.0578378,0.69462,0.0644852,-0.244271,0.247255,-0.151179,0.220451,0.203942,0.556116,0.922405,-0.480415,0.677572,-0.355128,-0.516639,0.888113,0.412259,0.57505
