iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3
21,1779.81,1,-3.69401,1.03129,2.62796,1.86753,-2.33742,0.628904,6.58535,0.401489,-1.56374,-1.6441,1.04983,-4.38162,0.388933,0.932633,0.432275,0.431036,0.747416,0.12292,1.07924,0.534135,0.468367,0.134962,0.66573,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.924332,0.409932,0.575382
22,1784.7,1,-3.70197,1.02003,2.6359,1.82538,-2.36016,0.631001,6.65457,0.402343,-1.55176,-1.64001,1.05044,-4.381,0.395067,0.905966,0.430073,0.449935,0.747554,0.123477,1.06928,0.50365,0.488374,0.133858,0.683008,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.924934,0.408438,0.577354
23,1783.56,1,-3.7188,1.00553,2.64063,1.83476,-2.34018,0.6301,6.57463,0.401346,-1.5434,-1.65609,1.07271,-4.37884,0.392038,0.919482,0.448456,0.453514,0.744278,0.124702,1.10981,0.515481,0.471017,0.150661,0.677545,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.912815,0.411816,0.564693
24,1775.37,1,-3.74184,0.955624,2.65665,1.8308,-2.3051,0.62666,6.34313,0.393547,-1.55234,-1.68093,1.05548,-4.38679,0.403151,0.917877,0.456695,0.43226,0.767984,0.132491,1.11154,0.507747,0.469568,0.144629,0.652804,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.902625,0.404853,0.557963
25,1762.02,1,-3.75785,0.959444,2.65495,1.84977,-2.29419,0.625952,6.31458,0.38947,-1.56847,-1.67222,1.05576,-4.37658,0.410767,0.963604,0.430474,0.438186,0.753983,0.127494,1.1448,0.499693,0.444197,0.145671,0.650376,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.898385,0.403513,0.55702
26,1761.85,1,-3.73977,0.950368,2.6495,1.83921,-2.31125,0.627376,6.38531,0.38745,-1.55984,-1.6714,1.03469,-4.38094,0.406045,0.909646,0.410179,0.453016,0.76301,0.126328,1.18887,0.475056,0.452392,0.155033,0.649743,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.894752,0.402633,0.558912
27,1757.07,1,-3.74599,1.00076,2.65654,1.83968,-2.31302,0.630344,6.48392,0.383183,-1.54083,-1.66395,1.02276,-4.38539,0.407626,0.898269,0.432085,0.465781,0.768347,0.127177,1.1386,0.487954,0.436367,0.157885,0.672907,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.886291,0.399397,0.573247
28,1759.89,1,-3.76643,0.947115,2.6571,1.86044,-2.2942,0.627973,6.36733,0.375934,-1.53331,-1.69415,1.02663,-4.39858,0.404479,0.906002,0.436329,0.451619,0.771277,0.129882,1.16433,0.493846,0.43876,0.160221,0.659616,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.911683,0.398243,0.569643
29,1756.98,1,-3.78018,0.96607,2.64993,1.85496,-2.2946,0.62956,6.47133,0.377444,-1.53013,-1.67706,1.02662,-4.39428,0.430242,0.898733,0.426434,0.438091,0.788303,0.131081,1.16165,0.514087,0.424647,0.164525,0.69534,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.900769,0.401621,0.570721
30,1768.14,1,-3.81366,0.888679,2.62444,1.85755,-2.25846,0.628148,6.34745,0.364678,-1.5228,-1.70229,1.02488,-4.40087,0.425984,0.889929,0.440786,0.447979,0.799807,0.130116,1.17738,0.504334,0.436865,0.163432,0.694103,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.921879,0.403437,0.5682
31,1762.25,1,-3.84169,0.864804,2.63789,1.89274,-2.23532,0.626133,6.10447,0.35606,-1.53192,-1.73201,1.00403,-4.39011,0.442305,0.909468,0.438278,0.438565,0.797492,0.130545,1.20947,0.523331,0.436456,0.165971,0.714968,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.906675,0.402619,0.572233
32,1774.37,1,-3.83274,0.87113,2.63868,1.85051,-2.24247,0.625586,6.07076,0.358249,-1.51596,-1.73983,1.00074,-4.40161,0.445426,0.908669,0.41874,0.480345,0.795829,0.130735,1.21471,0.517145,0.454649,0.178037,0.698128,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.903883,0.405535,0.570657
33,1769.96,1,-3.83917,0.843321,2.64635,1.87388,-2.2344,0.625269,6.11288,0.366385,-1.52182,-1.74284,0.995555,-4.40928,0.446093,0.929556,0.403141,0.459873,0.80623,0.129381,1.22827,0.52243,0.457145,0.177417,0.750227,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.899339,0.402422,0.572776
34,1769.14,1,-3.82835,0.884756,2.65183,1.85064,-2.23158,0.623786,6.04611,0.370362,-1.52051,-1.72653,0.992354,-4.40727,0.444892,0.97264,0.385223,0.464927,0.812013,0.130828,1.29198,0.533499,0.464339,0.171822,0.711375,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.899847,0.395634,0.574535
35,1765.77,1,-3.82231,0.906439,2.65563,1.86012,-2.24429,0.622873,6.07294,0.365744,-1.52926,-1.70992,0.98642,-4.40168,0.434165,0.948525,0.389569,0.451828,0.802412,0.132463,1.26995,0.518686,0.442578,0.164051,0.69229,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.900435,0.403788,0.571741
36,1763.4,1,-3.81268,0.8744,2.66832,1.87209,-2.25572,0.623306,6.13716,0.364843,-1.53066,-1.72618,0.983129,-4.41207,0.444784,0.94681,0.398028,0.458335,0.802818,0.131301,1.30966,0.50272,0.43766,0.161478,0.699169,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.91814,0.403983,0.568033
37,1756.27,1,-3.80498,0.917074,2.65521,1.88323,-2.26389,0.626919,6.1941,0.374666,-1.53246,-1.69626,0.992131,-4.40953,0.455762,0.952924,0.397795,0.434626,0.836403,0.135727,1.33818,0.498745,0.466073,0.163269,0.665432,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.9095,0.392405,0.569974
38,1749.35,1,-3.80527,0.906842,2.65043,1.89943,-2.26773,0.628967,6.23766,0.38269,-1.54636,-1.70131,0.995049,-4.41022,0.465203,0.954219,0.401783,0.430173,0.828014,0.134447,1.30404,0.512549,0.469858,0.172446,0.640953,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.895534,0.388514,0.56376
39,1755.19,1,-3.82056,0.876947,2.67349,1.91786,-2.26977,0.627852,6.18088,0.385994,-1.50765,-1.70811,0.982357,-4.40974,0.468502,0.969245,0.3915,0.420108,0.842223,0.140752,1.29866,0.481529,0.46633,0.169771,0.654714,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.887722,0.397863,0.568235
40,1749.08,1,-3.81557,0.83274,2.68423,1.93045,-2.26138,0.624457,6.23462,0.390576,-1.52559,-1.70277,0.980278,-4.40573,0.462477,0.943937,0.376785,0.420069,0.846908,0.140251,1.31802,0.476038,0.458423,0.159401,0.664922,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.885469,0.400207,0.557731
41,1757.65,1,-3.8177,0.846778,2.67805,1.93472,-2.27005,0.625443,6.27275,0.392817,-1.52426,-1.68253,0.974258,-4.40022,0.472183,0.947532,0.378889,0.42182,0.844764,0.141806,1.34979,0.481436,0.440778,0.156572,0.687645,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.901555,0.400461,0.552944
42,1743.96,1,-3.81145,0.878596,2.67111,1.9506,-2.25096,0.625433,6.29072,0.395601,-1.5292,-1.68213,0.962459,-4.39461,0.46389,0.966357,0.377937,0.405372,0.882925,0.148474,1.3551,0.49901,0.452183,0.16056,0.666063,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.885473,0.393602,0.55824
43,1740.92,1,-3.82085,0.852825,2.66941,1.95225,-2.24583,0.625314,6.27522,0.391927,-1.50881,-1.68473,0.960581,-4.38748,0.489838,0.981685,0.377998,0.402302,0.885191,0.145227,1.28885,0.508374,0.44308,0.164934,0.658086,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.889931,0.394026,0.560312
44,1735.11,1,-3.81221,0.838505,2.64429,1.91869,-2.25802,0.624542,6.28019,0.385318,-1.51916,-1.68348,0.979598,-4.38097,0.493909,0.954461,0.365517,0.41298,0.888957,0.146938,1.31817,0.501374,0.448837,0.166941,0.687574,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.890356,0.400323,0.555144
45,1751.9,1,-3.83121,0.841118,2.64161,1.93383,-2.24532,0.6259,6.42549,0.39243,-1.50581,-1.67691,0.988179,-4.38526,0.499506,0.937433,0.370627,0.427528,0.901876,0.148131,1.35744,0.486081,0.43449,0.16783,0.745962,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.896946,0.401125,0.565598
46,1746.48,1,-3.81406,0.827157,2.63164,1.92449,-2.26315,0.62808,6.29835,0.3918,-1.5142,-1.68297,0.993094,-4.40404,0.492568,0.965801,0.376488,0.39528,0.914841,0.150402,1.31083,0.493066,0.43249,0.170061,0.711752,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.890555,0.395574,0.569026
47,1742.48,1,-3.81789,0.79337,2.63522,1.92795,-2.2621,0.627281,6.12204,0.390341,-1.51581,-1.66542,0.991107,-4.40961,0.501613,0.969689,0.386775,0.390937,0.922986,0.151627,1.36353,0.488291,0.428504,0.180264,0.692526,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.89266,0.396278,0.58789
48,1748.57,1,-3.83425,0.786063,2.65481,1.9499,-2.24991,0.625293,5.92568,0.396178,-1.51011,-1.68099,1.00392,-4.4244,0.51553,0.990442,0.381977,0.38818,0.935989,0.150402,1.34962,0.502776,0.432583,0.181985,0.696047,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.894798,0.397609,0.561529
49,1742.27,1,-3.85569,0.762603,2.66949,1.95611,-2.23495,0.6246,5.9331,0.39216,-1.50409,-1.69572,1.00557,-4.42031,0.509677,1.01068,0.358206,0.389914,0.93007,0.150573,1.33443,0.480153,0.438078,0.185098,0.704589,-0.755308,-0.533204,-0.941369,0.184084,0.237561,-0.149644,-0.777061,-0.120114,-0.801141,0.540664,0.617779,0.637211,-0.599832,-0.390737,0.16428,0.571483,-0.0924705,0.609738,-0.602486,0.541204,-0.72451,-0.0314183,0.276885,0.767358,0.451826,0.787716,-0.152808,-0.0959444,-0.330087,0.30282,0.743348,0.069124,0.755058,-0.322582,0.0711549,-0.145083,-0.393015,-0.217519,-0.426926,0.241162,-0.70952,0.178099,0.756113,0.0175922,-0.187786,-0.0375411,-0.3521,0.174996,0.502499,0.595581,0.881239,-0.470939,0.541453,-0.152872,-0.365043,0.885438,0.399022,0.574513
