rep,ID,time,sim_y3,censored,split,color,filter
2,8,4,0.94237,0,All,-1,0
2,8,5,2.85656,0,All,-1,0
2,8,6,1.91113,0,All,-1,0
2,8,7,2.35813,0,All,-1,0
2,8,8,0.939273,0,All,-1,0
2,8,9,0.68574,0,All,-1,0
2,8,10,-0.470322,1,All,-1,0
2,8,11,-0.0678861,0,All,-1,0
2,8,13,-0.737541,1,All,-1,0
2,8,2,-0.0679875,0,All,-1,0
2,8,3,-1.28203,1,All,-1,0
2,8,12,-0.903837,1,All,-1,0
2,8,14,-0.845869,1,All,-1,0
2,9,3,-0.502109,1,All,-1,0
2,9,4,0.162051,0,All,-1,0
2,9,5,-0.156865,0,All,-1,0
2,9,6,-1.13204,1,All,-1,0
2,9,7,1.07974,0,All,-1,0
2,9,8,1.79286,0,All,-1,0
2,9,9,1.41478,0,All,-1,0
2,9,10,1.09086,0,All,-1,0
2,9,11,0.921053,0,All,-1,0
2,9,12,0.456844,0,All,-1,0
2,9,13,-0.810981,1,All,-1,0
2,9,14,-0.372441,1,All,-1,0
2,9,-1,-0.598942,1,All,-1,0
2,9,0,0.519869,0,All,-1,0
2,9,1,-0.81478,1,All,-1,0
2,9,2,0.262856,0,All,-1,0
2,10,0,0.357969,0,All,-1,0
2,10,2,0.11716,0,All,-1,0
2,10,3,0.909529,0,All,-1,0
2,10,4,2.19167,0,All,-1,0
2,10,5,1.54174,0,All,-1,0
2,10,6,1.13482,0,All,-1,0
2,10,7,0.985669,0,All,-1,0
2,10,8,1.58792,0,All,-1,0
2,10,9,0.728271,0,All,-1,0
2,10,10,-0.129798,0,All,-1,0
2,10,-1,0.680846,0,All,-1,0
2,10,1,-1.16185,1,All,-1,0
2,10,11,-0.350043,1,All,-1,0
2,10,12,-1.37618,1,All,-1,0
2,10,13,-0.553426,1,All,-1,0
2,10,14,-1.36397,1,All,-1,0
2,11,-1,-1.51643,1,All,-1,0
2,11,0,-0.954225,1,All,-1,0
2,11,2,-0.0100304,0,All,-1,0
2,11,3,-0.725808,1,All,-1,0
2,11,4,0.51264,0,All,-1,0
2,11,5,0.86864,0,All,-1,0
2,11,6,1.25575,0,All,-1,0
2,11,7,0.831153,0,All,-1,0
