iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,dF_pop,q_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_q_exp,omega_ifn0,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_ifn0_b_exp,corr_p_b_exp,corr_q_exp_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_ifn0_beta_exp,corr_p_beta_exp,corr_q_exp_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_ifn0_delta0,corr_p_delta0,corr_q_exp_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_ifn0_h_0,corr_p_h_0,corr_q_exp_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_p_ifn0,corr_q_exp_ifn0,corr_rho_exp_ifn0,corr_sigma_ifn0,corr_tc_ifn0,corr_td_ifn0,corr_q_exp_p,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_rho_exp_q_exp,corr_sigma_q_exp,corr_tc_q_exp,corr_td_q_exp,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2
837,1454.94,1,-3.58588,1.18502,2.80765,2.07803,-2.23857,0.583596,7.85794,0.387983,-1.05555,-1.63889,0.359668,-4.77537,0.735552,0.709677,0.392044,0.315785,1.31969,0.272532,1.72296,0.753823,1.06182,0.39857,1.49812,-0.615096,-0.755601,-0.942396,0.932408,0.577775,0.205749,-0.904386,-0.25463,-0.596104,0.211827,0.507985,0.43694,-0.637082,-0.839459,-0.223619,0.705698,0.695187,0.79208,-0.34511,0.807663,-0.87845,-0.317328,-0.613961,0.678167,0.446329,0.800634,-0.565667,-0.914842,-0.416222,-0.264878,0.839889,0.206629,0.551416,-0.229641,0.521502,0.353937,-0.855875,-0.365072,-0.720601,0.354356,-0.212918,-0.793098,-0.661943,-0.530528,-0.0936027,0.00172163,-0.168118,-0.639604,0.885196,0.499478,0.607203,-0.0401205,0.725626,-0.242098,-0.655649,0.883755,0.396455
838,1450.68,1,-3.56272,1.2221,2.80047,2.05895,-2.25582,0.583288,7.84941,0.394332,-1.06405,-1.63034,0.360139,-4.77776,0.716224,0.702503,0.376176,0.307203,1.32236,0.269857,1.7255,0.744369,1.09377,0.392947,1.43048,-0.605491,-0.75707,-0.942702,0.936258,0.589847,0.184163,-0.901407,-0.277857,-0.588692,0.228394,0.473988,0.412748,-0.60548,-0.831539,-0.194127,0.708607,0.70732,0.767082,-0.335318,0.797673,-0.871624,-0.280196,-0.629267,0.647204,0.401801,0.785977,-0.61176,-0.9187,-0.430036,-0.22934,0.828741,0.193869,0.533467,-0.232186,0.51596,0.329396,-0.84026,-0.348067,-0.681959,0.357982,-0.234461,-0.816177,-0.684115,-0.524822,-0.102068,0.0202685,-0.141573,-0.631688,0.885236,0.531655,0.602929,-0.0687832,0.723503,-0.265533,-0.67348,0.906004,0.399048
839,1445.73,1,-3.53812,1.22552,2.80192,2.0613,-2.26251,0.581343,7.97234,0.388302,-1.08987,-1.66157,0.358191,-4.8,0.685994,0.721669,0.388461,0.316238,1.32514,0.272047,1.72871,0.754033,1.07855,0.388564,1.42542,-0.612171,-0.790842,-0.950204,0.932322,0.573805,0.235962,-0.894654,-0.268631,-0.618062,0.220565,0.527017,0.451399,-0.613704,-0.824078,-0.226254,0.731832,0.700503,0.790609,-0.381398,0.81638,-0.897125,-0.283007,-0.643716,0.677724,0.427016,0.809571,-0.56702,-0.921136,-0.445315,-0.26699,0.837863,0.218203,0.56941,-0.199413,0.494542,0.381882,-0.839446,-0.357245,-0.710684,0.347874,-0.241796,-0.819048,-0.641467,-0.50878,-0.0947013,-0.019733,-0.166855,-0.636992,0.867522,0.529117,0.645127,-0.0625437,0.724491,-0.281225,-0.666594,0.896274,0.401582
840,1453.15,1,-3.53773,1.2517,2.78109,2.06377,-2.27357,0.58631,8.11917,0.391046,-1.09049,-1.65178,0.361664,-4.8025,0.696026,0.702382,0.409468,0.311768,1.29349,0.265614,1.76154,0.762604,1.06599,0.420386,1.43416,-0.631598,-0.777517,-0.948996,0.926799,0.579706,0.261373,-0.891243,-0.272004,-0.603135,0.213804,0.523462,0.482496,-0.6524,-0.813171,-0.223088,0.732374,0.693807,0.78295,-0.370267,0.817491,-0.878771,-0.28707,-0.701018,0.648961,0.425906,0.812951,-0.593289,-0.919166,-0.461553,-0.323057,0.837882,0.230534,0.567121,-0.209494,0.543008,0.414788,-0.845952,-0.392978,-0.718109,0.351241,-0.214249,-0.829044,-0.67257,-0.522701,-0.0967754,-0.0409063,-0.167596,-0.6473,0.838669,0.532918,0.632413,-0.0538225,0.7427,-0.292965,-0.660839,0.891493,0.401062
841,1452.97,1,-3.54933,1.26194,2.78208,2.06654,-2.26678,0.58832,8.23216,0.387038,-1.09255,-1.64362,0.357168,-4.82331,0.704441,0.706062,0.407349,0.310655,1.31307,0.265072,1.81438,0.771728,1.0722,0.439983,1.44527,-0.631083,-0.7898,-0.948148,0.924414,0.558838,0.255623,-0.887383,-0.27785,-0.607621,0.224615,0.515134,0.467714,-0.660526,-0.822721,-0.200813,0.731409,0.685226,0.788499,-0.384,0.81715,-0.884935,-0.272008,-0.683868,0.652589,0.431882,0.802334,-0.56801,-0.901677,-0.433522,-0.302807,0.832521,0.228569,0.559267,-0.194272,0.517527,0.414747,-0.82986,-0.392812,-0.726603,0.371701,-0.254338,-0.813295,-0.653433,-0.516816,-0.0882377,0.0012012,-0.151905,-0.614149,0.845531,0.537643,0.624086,-0.0485578,0.757727,-0.272605,-0.638686,0.90082,0.392729
842,1455.56,1,-3.54256,1.27213,2.76652,2.02802,-2.28937,0.591646,8.23713,0.384128,-1.10927,-1.62175,0.352177,-4.8373,0.709333,0.688739,0.402047,0.318855,1.32861,0.269745,1.86745,0.769494,1.06718,0.451893,1.40577,-0.629026,-0.802837,-0.952153,0.925989,0.57795,0.25638,-0.882819,-0.216657,-0.577629,0.213229,0.559682,0.496526,-0.684337,-0.833902,-0.293276,0.702501,0.665366,0.82155,-0.432462,0.842369,-0.885403,-0.349005,-0.643161,0.670689,0.395006,0.776679,-0.526929,-0.907776,-0.475508,-0.290277,0.844944,0.209873,0.548701,-0.190765,0.552899,0.435579,-0.824111,-0.3381,-0.711325,0.368092,-0.161824,-0.815137,-0.685734,-0.59938,-0.00710198,0.00860594,-0.138029,-0.597961,0.869651,0.505961,0.61228,-0.0212793,0.74371,-0.233201,-0.609323,0.887528,0.388977
843,1461.35,1,-3.57803,1.18881,2.78444,2.04874,-2.19896,0.577757,8.05295,0.387793,-1.09669,-1.66912,0.350231,-4.81994,0.696559,0.666306,0.401041,0.308822,1.35328,0.279341,1.91696,0.77107,1.05834,0.431155,1.34114,-0.636939,-0.802098,-0.949774,0.922915,0.620501,0.286946,-0.882868,-0.256914,-0.59167,0.210933,0.559597,0.489475,-0.628975,-0.856014,-0.282626,0.726935,0.663301,0.801103,-0.477787,0.841388,-0.881205,-0.405019,-0.648305,0.686653,0.431357,0.778105,-0.503118,-0.911698,-0.515571,-0.32264,0.841603,0.239494,0.559945,-0.173024,0.55553,0.439133,-0.814493,-0.327594,-0.674191,0.290039,-0.0927311,-0.838825,-0.669498,-0.617486,0.101361,-0.03114,-0.149029,-0.625324,0.827635,0.541663,0.622582,-0.0669984,0.74257,-0.292773,-0.668161,0.87425,0.395176
844,1464.71,1,-3.59028,1.14861,2.78746,2.04785,-2.13843,0.568632,7.9189,0.366966,-1.12595,-1.72389,0.339506,-4.78725,0.702616,0.712435,0.40599,0.318655,1.35227,0.284582,1.94991,0.759649,1.0962,0.460615,1.39032,-0.668942,-0.773318,-0.944861,0.92416,0.623918,0.323343,-0.878648,-0.235075,-0.614777,0.256764,0.530066,0.508808,-0.62745,-0.833853,-0.269476,0.745062,0.639155,0.802548,-0.495501,0.825625,-0.87881,-0.348821,-0.691097,0.645418,0.434445,0.794959,-0.545221,-0.90843,-0.512782,-0.351746,0.834859,0.205786,0.570334,-0.199165,0.510001,0.506869,-0.783847,-0.294316,-0.692568,0.406198,-0.148316,-0.848738,-0.623484,-0.567209,0.0403471,-0.0450359,-0.14431,-0.65195,0.829626,0.516866,0.621938,-0.0722766,0.719243,-0.298666,-0.696081,0.888543,0.401542
845,1448.41,1,-3.5782,1.14368,2.78183,2.04112,-2.14552,0.5689,7.86392,0.368848,-1.1384,-1.71605,0.336459,-4.79009,0.711636,0.669317,0.425088,0.31765,1.34995,0.280288,2.0225,0.779692,1.09557,0.444174,1.39861,-0.6596,-0.804483,-0.950986,0.932884,0.621794,0.364951,-0.882377,-0.238619,-0.619663,0.317455,0.536839,0.516794,-0.620162,-0.837057,-0.318156,0.760833,0.689621,0.83398,-0.499792,0.842643,-0.878402,-0.321537,-0.683396,0.655458,0.360725,0.748295,-0.582702,-0.933294,-0.51477,-0.375832,0.836176,0.189809,0.555882,-0.263818,0.54193,0.485358,-0.828653,-0.297632,-0.658942,0.394166,-0.112471,-0.850086,-0.64134,-0.56321,0.0516051,-0.0955611,-0.126675,-0.6651,0.86918,0.526594,0.632993,-0.127786,0.715635,-0.26926,-0.707846,0.884307,0.396397
846,1453.71,1,-3.57301,1.11478,2.79529,2.06465,-2.08501,0.563043,7.71131,0.362125,-1.15011,-1.76199,0.332437,-4.78516,0.714969,0.661996,0.42125,0.322729,1.37236,0.283261,2.04426,0.79291,1.10331,0.431911,1.40108,-0.646402,-0.810718,-0.945681,0.91004,0.646364,0.331158,-0.877794,-0.246434,-0.608248,0.288665,0.530759,0.480624,-0.56567,-0.84319,-0.281878,0.735661,0.689536,0.83549,-0.503722,0.851432,-0.917159,-0.381827,-0.669421,0.668024,0.382687,0.73678,-0.580029,-0.929648,-0.525292,-0.351368,0.82896,0.197777,0.54076,-0.243315,0.524365,0.477084,-0.799855,-0.327488,-0.646321,0.382811,-0.110561,-0.864866,-0.660338,-0.617587,0.0939847,-0.0549914,-0.142885,-0.623441,0.86234,0.53259,0.628614,-0.119723,0.756199,-0.348067,-0.721818,0.878562,0.396023
847,1449.04,1,-3.58856,1.10929,2.80433,2.06437,-2.08517,0.563684,7.4402,0.348675,-1.1536,-1.77413,0.337413,-4.76446,0.727306,0.658505,0.430532,0.32151,1.37058,0.282434,2.07931,0.752423,1.14574,0.42978,1.42084,-0.655125,-0.828904,-0.952647,0.907327,0.690137,0.335666,-0.882511,-0.270586,-0.621997,0.323902,0.573921,0.50219,-0.567585,-0.858013,-0.262019,0.728334,0.688155,0.835641,-0.494563,0.857012,-0.915335,-0.456241,-0.65562,0.698203,0.405029,0.758373,-0.575919,-0.922763,-0.57557,-0.354594,0.844951,0.233624,0.564094,-0.27089,0.547256,0.504651,-0.781528,-0.307492,-0.655028,0.41409,-0.096252,-0.877597,-0.65473,-0.635099,0.121619,-0.0533018,-0.0946277,-0.596151,0.864194,0.541552,0.631093,-0.13832,0.749771,-0.31472,-0.715091,0.893224,0.39701
848,1460.96,1,-3.56024,1.20779,2.79111,2.07024,-2.15601,0.571821,7.75084,0.357583,-1.15981,-1.74174,0.336456,-4.78346,0.718132,0.644154,0.431632,0.328609,1.35122,0.279659,1.99652,0.742801,1.12719,0.429171,1.33531,-0.630621,-0.779668,-0.944962,0.885122,0.65489,0.323588,-0.883418,-0.288378,-0.614781,0.260317,0.485923,0.461684,-0.50228,-0.85192,-0.202589,0.709667,0.70708,0.795291,-0.435766,0.838166,-0.883849,-0.342564,-0.719648,0.647306,0.407053,0.763249,-0.586676,-0.895834,-0.529739,-0.374324,0.84245,0.256128,0.575706,-0.223041,0.456807,0.562115,-0.730263,-0.283378,-0.65214,0.402206,-0.158562,-0.849937,-0.664414,-0.586279,0.0433404,-0.0643448,-0.131516,-0.596458,0.828921,0.548912,0.627464,-0.101368,0.769931,-0.345369,-0.681853,0.886732,0.397645
849,1464.15,1,-3.55111,1.18679,2.77541,2.0944,-2.0897,0.56534,7.69276,0.352777,-1.17997,-1.7466,0.315861,-4.76473,0.712057,0.653746,0.435497,0.319641,1.35295,0.280648,1.98972,0.748527,1.09986,0.451398,1.33347,-0.633414,-0.783427,-0.945862,0.88976,0.660657,0.35373,-0.866018,-0.273058,-0.628738,0.265853,0.518657,0.476612,-0.548985,-0.851402,-0.253146,0.718662,0.692309,0.800009,-0.42169,0.840607,-0.896794,-0.397743,-0.718451,0.6636,0.43181,0.788867,-0.590253,-0.893801,-0.547933,-0.396654,0.833423,0.2542,0.597209,-0.232667,0.498531,0.59669,-0.738183,-0.328558,-0.696021,0.446155,-0.0906013,-0.861147,-0.65874,-0.612961,0.042947,-0.0876423,-0.143788,-0.604518,0.849111,0.564903,0.663042,-0.0935225,0.782737,-0.324423,-0.656183,0.886941,0.397278
850,1467.12,1,-3.55146,1.19246,2.77335,2.09353,-2.10035,0.564409,7.94285,0.362196,-1.20272,-1.72874,0.319629,-4.7766,0.703133,0.623763,0.441774,0.330071,1.34769,0.284939,2.01912,0.769689,1.12859,0.463373,1.35814,-0.63963,-0.79908,-0.948896,0.887258,0.607461,0.36362,-0.857569,-0.286194,-0.626342,0.230038,0.527242,0.477746,-0.571167,-0.812236,-0.286223,0.718414,0.688532,0.813037,-0.43017,0.828675,-0.899874,-0.327916,-0.700241,0.658307,0.421128,0.763423,-0.565902,-0.87119,-0.50761,-0.350743,0.830279,0.242593,0.556601,-0.167292,0.431043,0.617501,-0.717243,-0.346335,-0.711998,0.436052,-0.151424,-0.837652,-0.648914,-0.566139,-0.033668,-0.0713016,-0.133825,-0.5839,0.854378,0.581649,0.65778,-0.053224,0.789572,-0.339505,-0.649985,0.883097,0.397161
851,1474.3,1,-3.55262,1.18576,2.77576,2.0826,-2.06903,0.556594,7.80709,0.367474,-1.21629,-1.73872,0.32363,-4.77227,0.708076,0.626256,0.450306,0.331752,1.35219,0.290398,1.96104,0.748087,1.13532,0.450296,1.36314,-0.619035,-0.800942,-0.948988,0.896932,0.597917,0.364042,-0.862545,-0.286238,-0.615866,0.224833,0.51299,0.452667,-0.554927,-0.806597,-0.27135,0.717231,0.701189,0.816257,-0.419903,0.830997,-0.892379,-0.308131,-0.712697,0.664143,0.439027,0.768489,-0.567626,-0.886455,-0.4807,-0.38291,0.819166,0.239836,0.553398,-0.180237,0.425466,0.597789,-0.748313,-0.348143,-0.704674,0.404214,-0.171427,-0.825943,-0.611132,-0.544597,-0.0671653,-0.092864,-0.158705,-0.584686,0.844841,0.584485,0.666117,-0.0672577,0.806946,-0.364463,-0.644905,0.887476,0.402148
852,1471.52,1,-3.55732,1.16352,2.77323,2.11038,-2.00462,0.548473,7.48405,0.357835,-1.18105,-1.76487,0.323124,-4.75926,0.697967,0.632503,0.426718,0.31613,1.36183,0.292016,1.98991,0.76468,1.13237,0.43427,1.40006,-0.611962,-0.795738,-0.952347,0.874336,0.583185,0.382995,-0.866149,-0.27649,-0.594507,0.229428,0.533165,0.463317,-0.511484,-0.795838,-0.262455,0.696931,0.700801,0.809506,-0.414658,0.831179,-0.897099,-0.327385,-0.694439,0.669354,0.452629,0.76947,-0.546947,-0.88428,-0.474125,-0.403108,0.832974,0.242272,0.542713,-0.198244,0.372924,0.629779,-0.727167,-0.351782,-0.694842,0.389113,-0.183045,-0.823707,-0.629085,-0.534416,-0.0747778,-0.0941355,-0.108599,-0.56068,0.818009,0.564067,0.636374,-0.0565789,0.805478,-0.312696,-0.61171,0.88483,0.403638
853,1477.94,1,-3.52495,1.18088,2.75088,2.08141,-2.08929,0.557297,7.80398,0.363641,-1.24974,-1.71179,0.32288,-4.75422,0.704216,0.647804,0.425143,0.311263,1.36576,0.289696,1.90765,0.775603,1.07194,0.414785,1.35544,-0.630378,-0.812627,-0.947895,0.829815,0.555425,0.340011,-0.883078,-0.245384,-0.576185,0.219413,0.549085,0.464995,-0.469847,-0.780791,-0.221259,0.686265,0.649942,0.799708,-0.351253,0.832507,-0.894682,-0.328902,-0.670723,0.705589,0.430862,0.766441,-0.542676,-0.842102,-0.449263,-0.352549,0.856795,0.21985,0.519135,-0.182564,0.287924,0.650283,-0.687296,-0.302557,-0.654383,0.412816,-0.253603,-0.780083,-0.603627,-0.549401,-0.121319,-0.0636227,-0.104578,-0.498521,0.798037,0.517209,0.646605,-0.0494561,0.832174,-0.320775,-0.588313,0.882173,0.401722
854,1477.63,1,-3.52362,1.12638,2.73031,2.13301,-2.04058,0.553177,7.66997,0.363433,-1.21638,-1.76276,0.340528,-4.74509,0.713985,0.623446,0.414824,0.319305,1.38683,0.291883,2.00507,0.757544,1.08598,0.417122,1.23027,-0.639568,-0.82006,-0.948702,0.809255,0.565085,0.342606,-0.883313,-0.261182,-0.558825,0.236337,0.550897,0.47002,-0.447531,-0.789986,-0.199568,0.699498,0.670688,0.787792,-0.344911,0.835812,-0.895127,-0.348912,-0.649641,0.733038,0.443077,0.75193,-0.52079,-0.817061,-0.461689,-0.355546,0.857279,0.224787,0.50388,-0.20795,0.218421,0.660381,-0.666302,-0.29897,-0.638643,0.447475,-0.248485,-0.781349,-0.586249,-0.537949,-0.0997207,-0.079535,-0.123462,-0.482222,0.786771,0.527149,0.647196,-0.0647694,0.850864,-0.305347,-0.566713,0.87604,0.405112
855,1467.98,1,-3.50951,1.13333,2.73202,2.1278,-2.11153,0.559099,7.80179,0.369338,-1.21702,-1.76078,0.32979,-4.74755,0.699097,0.599064,0.418642,0.321517,1.33627,0.285135,2.0013,0.76653,1.07608,0.406872,1.24028,-0.613659,-0.841859,-0.948468,0.840439,0.569933,0.312681,-0.882549,-0.255584,-0.545669,0.267266,0.566969,0.447716,-0.464782,-0.777623,-0.208575,0.68824,0.689992,0.825831,-0.434803,0.858337,-0.899457,-0.381553,-0.62178,0.732249,0.433725,0.733743,-0.538998,-0.84903,-0.478849,-0.333816,0.845048,0.219821,0.482052,-0.2388,0.286619,0.605991,-0.712606,-0.303961,-0.627407,0.433402,-0.254264,-0.798665,-0.63514,-0.57604,0.00568799,-0.038658,-0.0865563,-0.441878,0.771831,0.535288,0.636955,-0.107779,0.84272,-0.330806,-0.609682,0.870775,0.412872
856,1463.87,1,-3.53657,1.16114,2.74345,2.08308,-2.11235,0.560041,7.75424,0.371575,-1.18816,-1.76713,0.341222,-4.75287,0.683632,0.631851,0.394347,0.318781,1.33587,0.286385,2.11061,0.816424,1.10884,0.43795,1.26015,-0.613434,-0.842146,-0.947542,0.840393,0.569283,0.337355,-0.878233,-0.248502,-0.531699,0.266067,0.577794,0.443334,-0.449357,-0.790731,-0.18319,0.696175,0.660199,0.792473,-0.456808,0.852639,-0.893614,-0.392081,-0.626293,0.723256,0.434161,0.752297,-0.540605,-0.85703,-0.475776,-0.350299,0.844699,0.228686,0.48536,-0.209959,0.287012,0.628549,-0.68725,-0.264627,-0.608627,0.41929,-0.267604,-0.817038,-0.650523,-0.582752,0.0146337,-0.0256934,-0.00634178,-0.413178,0.733704,0.533336,0.619393,-0.0804638,0.836199,-0.273695,-0.600188,0.88523,0.404552
857,1460.26,1,-3.50998,1.188,2.74145,2.06619,-2.14841,0.563646,8.01249,0.366887,-1.19876,-1.77954,0.342819,-4.75168,0.691926,0.62205,0.401665,0.328315,1.36145,0.287082,2.104,0.797556,1.0736,0.482301,1.26159,-0.604927,-0.826916,-0.951676,0.849188,0.546867,0.329698,-0.864908,-0.194402,-0.492805,0.234662,0.54364,0.454118,-0.46167,-0.798154,-0.176406,0.689125,0.635643,0.802891,-0.425555,0.853403,-0.891186,-0.354982,-0.644882,0.698355,0.397663,0.717738,-0.491,-0.868631,-0.454602,-0.370723,0.835627,0.186344,0.447588,-0.188233,0.31789,0.627229,-0.682693,-0.24191,-0.580964,0.384565,-0.255355,-0.811,-0.649684,-0.585159,-0.035255,-0.0131029,-0.0203709,-0.431895,0.723208,0.522213,0.593379,-0.0188235,0.82311,-0.211856,-0.561344,0.882484,0.401159
858,1464.21,1,-3.53247,1.14618,2.7502,2.07066,-2.07689,0.556587,8.05445,0.366211,-1.18149,-1.80092,0.339761,-4.73408,0.684604,0.622096,0.404338,0.308612,1.37393,0.293615,2.05158,0.787373,1.07596,0.476013,1.25722,-0.579499,-0.815717,-0.951961,0.868958,0.544988,0.318285,-0.868394,-0.196628,-0.507133,0.252343,0.506925,0.426936,-0.464012,-0.800307,-0.200409,0.658803,0.623162,0.806612,-0.414204,0.847988,-0.897831,-0.321587,-0.645429,0.681134,0.340213,0.699755,-0.485928,-0.885866,-0.446076,-0.33882,0.841761,0.196119,0.469936,-0.187329,0.361499,0.572698,-0.732131,-0.23014,-0.577838,0.390528,-0.242809,-0.798299,-0.655829,-0.604218,-0.0834004,-0.0170264,0.0152868,-0.421443,0.762597,0.521684,0.616382,-0.0126218,0.823121,-0.152476,-0.510374,0.874166,0.401902
859,1464.74,1,-3.56189,1.12838,2.76297,2.08097,-2.04539,0.552696,7.837,0.365655,-1.17524,-1.84013,0.339294,-4.75105,0.697776,0.629857,0.38674,0.320275,1.38532,0.293627,2.08315,0.775054,1.07234,0.492311,1.22956,-0.595233,-0.818511,-0.950804,0.854906,0.515847,0.279621,-0.882346,-0.198644,-0.515078,0.288232,0.527644,0.441402,-0.481531,-0.815222,-0.178495,0.662128,0.651244,0.825776,-0.434784,0.840114,-0.920308,-0.299792,-0.620505,0.707098,0.344122,0.696068,-0.500502,-0.867512,-0.411703,-0.308563,0.856241,0.187134,0.471467,-0.215427,0.30372,0.585855,-0.719381,-0.232912,-0.584179,0.467983,-0.270935,-0.754912,-0.654478,-0.620641,-0.0365062,0.00839449,-0.000166193,-0.392641,0.746906,0.489684,0.615002,-0.0486832,0.837344,-0.180936,-0.516324,0.880245,0.404583
860,1480.89,1,-3.57342,1.12107,2.76884,2.08269,-2.04056,0.552341,7.84377,0.380334,-1.1476,-1.8244,0.341196,-4.76272,0.687934,0.666763,0.395126,0.325822,1.34455,0.287532,2.119,0.77769,1.05098,0.484042,1.19613,-0.580411,-0.805353,-0.950707,0.86907,0.483047,0.267988,-0.868569,-0.240081,-0.511792,0.247657,0.533231,0.422784,-0.471377,-0.769501,-0.188913,0.625382,0.63467,0.827874,-0.443736,0.820303,-0.883163,-0.288397,-0.587354,0.707662,0.459874,0.736256,-0.454664,-0.879068,-0.389899,-0.274561,0.851546,0.240417,0.456384,-0.173977,0.296096,0.531719,-0.717821,-0.244765,-0.553183,0.415776,-0.312707,-0.74088,-0.61548,-0.570549,-0.0726634,0.0422234,-0.0127997,-0.39759,0.779293,0.523844,0.587735,0.00990013,0.839849,-0.167014,-0.527005,0.893815,0.409576
861,1478.84,1,-3.59054,1.08411,2.76881,2.08762,-1.99251,0.547053,7.57713,0.378059,-1.10821,-1.82235,0.349308,-4.77529,0.68093,0.691184,0.386246,0.325827,1.36268,0.289434,2.15822,0.781193,1.07499,0.471398,1.20978,-0.589043,-0.807622,-0.953906,0.870994,0.500388,0.298688,-0.884683,-0.257429,-0.519553,0.266974,0.556033,0.437457,-0.506205,-0.74643,-0.211529,0.617989,0.616313,0.816997,-0.469406,0.816807,-0.871139,-0.302522,-0.563942,0.737988,0.522804,0.766178,-0.44689,-0.869115,-0.409516,-0.307081,0.865573,0.251828,0.465297,-0.193129,0.313966,0.555801,-0.729865,-0.249284,-0.561633,0.439303,-0.316752,-0.729547,-0.556279,-0.503841,-0.0959449,0.00554039,-0.00764422,-0.426193,0.809521,0.509373,0.571481,0.00171477,0.835074,-0.130479,-0.535492,0.887517,0.408029
862,1475.09,1,-3.57533,1.12515,2.74625,2.06118,-2.01584,0.553941,7.58251,0.369361,-1.12719,-1.79761,0.335023,-4.7791,0.663573,0.692287,0.361683,0.3286,1.3588,0.283191,2.09546,0.77535,1.07067,0.426979,1.1974,-0.574743,-0.822515,-0.957843,0.83924,0.536873,0.339908,-0.863693,-0.219121,-0.517761,0.325964,0.591137,0.429022,-0.438491,-0.76743,-0.285913,0.611998,0.634863,0.832834,-0.505764,0.823406,-0.839044,-0.402362,-0.57448,0.763159,0.511157,0.773009,-0.475595,-0.856025,-0.448146,-0.338423,0.84375,0.196707,0.454962,-0.251259,0.275118,0.627497,-0.659226,-0.21032,-0.526732,0.481397,-0.215363,-0.754561,-0.574317,-0.555983,0.0116754,-0.0182391,-0.0343666,-0.462613,0.803096,0.516366,0.583148,-0.0475063,0.822479,-0.143908,-0.545822,0.904848,0.39678
863,1482.51,1,-3.53189,1.12818,2.72997,2.09828,-2.02797,0.554718,7.77808,0.374153,-1.14144,-1.75869,0.345819,-4.78595,0.661958,0.67592,0.344645,0.315904,1.36199,0.282262,2.00091,0.787165,1.07783,0.423311,1.19063,-0.571387,-0.804403,-0.95209,0.824671,0.591613,0.312782,-0.869218,-0.223598,-0.495979,0.297761,0.632074,0.419823,-0.454819,-0.774199,-0.341712,0.601076,0.627716,0.825063,-0.525992,0.796882,-0.838594,-0.495967,-0.601992,0.782798,0.559981,0.793744,-0.48342,-0.819345,-0.503808,-0.293911,0.860125,0.209916,0.444,-0.209269,0.314875,0.640339,-0.643571,-0.199368,-0.50399,0.489938,-0.127439,-0.782968,-0.60487,-0.596613,0.0454494,-0.0661485,-0.11123,-0.503508,0.80995,0.529049,0.594217,-0.044919,0.830404,-0.116218,-0.512601,0.904695,0.400283
864,1486.94,1,-3.47886,1.11438,2.72536,2.07607,-2.04759,0.555034,7.75905,0.368893,-1.076,-1.78041,0.34871,-4.78768,0.659677,0.684731,0.355523,0.316148,1.36314,0.288008,1.94218,0.774294,1.06051,0.414379,1.26132,-0.529357,-0.822038,-0.953935,0.830036,0.549936,0.386234,-0.872814,-0.203389,-0.503886,0.296006,0.579062,0.390415,-0.387329,-0.755419,-0.312712,0.585407,0.662615,0.844914,-0.521069,0.83686,-0.801764,-0.49143,-0.593867,0.80326,0.528851,0.764542,-0.443297,-0.817036,-0.469976,-0.382313,0.858305,0.195231,0.464291,-0.224881,0.228577,0.687989,-0.613024,-0.0979213,-0.434679,0.483742,-0.143139,-0.768911,-0.614005,-0.633782,0.0445499,-0.117853,-0.0571827,-0.447912,0.791623,0.510113,0.619828,-0.0607545,0.842052,-0.14276,-0.51921,0.906299,0.407548
865,1472.05,1,-3.51101,1.14875,2.72707,2.06192,-2.09303,0.561827,7.72943,0.374567,-1.08828,-1.74688,0.357397,-4.78737,0.676578,0.687339,0.374511,0.337496,1.35368,0.285522,1.90156,0.78404,1.06228,0.405509,1.24975,-0.56394,-0.82269,-0.951028,0.830637,0.566395,0.399603,-0.876164,-0.211279,-0.547171,0.342714,0.614249,0.426397,-0.40976,-0.745997,-0.362085,0.613089,0.659235,0.881154,-0.607463,0.827429,-0.803509,-0.532015,-0.58336,0.798378,0.515792,0.776823,-0.502876,-0.823088,-0.487466,-0.392136,0.852168,0.190781,0.486887,-0.24224,0.255983,0.683273,-0.621171,-0.0859437,-0.466354,0.45715,-0.120294,-0.776495,-0.611645,-0.650742,0.123671,-0.127716,-0.0616059,-0.471026,0.796703,0.517527,0.644511,-0.121483,0.823515,-0.212191,-0.600839,0.882991,0.408466
