iteration,convergenceIndicator,phase,beta_exp_pop,delta0_pop,p_pop,td_pop,b_exp_pop,h_0_pop,tc_pop,sigma_pop,phi_exp_pop,rho_exp_pop,alpha_exp_pop,omega_beta_exp,omega_delta0,omega_p,omega_td,omega_b_exp,omega_h_0,omega_tc,omega_sigma,omega_rho_exp,omega_alpha_exp,corr_beta_exp_b_exp,corr_delta0_b_exp,corr_h_0_b_exp,corr_p_b_exp,corr_rho_exp_b_exp,corr_sigma_b_exp,corr_tc_b_exp,corr_td_b_exp,corr_delta0_beta_exp,corr_h_0_beta_exp,corr_p_beta_exp,corr_rho_exp_beta_exp,corr_sigma_beta_exp,corr_tc_beta_exp,corr_td_beta_exp,corr_h_0_delta0,corr_p_delta0,corr_rho_exp_delta0,corr_sigma_delta0,corr_tc_delta0,corr_td_delta0,corr_p_h_0,corr_rho_exp_h_0,corr_sigma_h_0,corr_tc_h_0,corr_td_h_0,corr_rho_exp_p,corr_sigma_p,corr_tc_p,corr_td_p,corr_sigma_rho_exp,corr_tc_rho_exp,corr_td_rho_exp,corr_tc_sigma,corr_td_sigma,corr_td_tc,a1,b2,a3,b3
952,2069.35,1,-3.83452,0.968938,3.01971,1.71607,-2.46075,0.604657,6.18536,0.395539,-2.10895,-2.14823,-3.4743,0.724034,1.23473,0.615075,0.507088,1.64853,0.335591,1.40091,0.602712,0.884656,0.14607,-0.435266,-0.673873,-0.95686,0.101676,-0.900193,0.0931402,-0.474363,0.721192,0.609477,0.262775,-0.648222,0.135655,-0.406477,0.400413,-0.268724,0.602996,-0.0570456,0.595135,0.255565,0.838728,-0.439756,-0.0331596,0.942392,-0.02357,0.414495,-0.659077,0.113524,0.628598,0.0991521,-0.229068,0.181572,0.482247,-0.662094,0.581201,0.117516,-0.185355,0.899325,0.41482,0.471983,0.597135
953,2063.72,1,-3.83807,0.973488,3.02806,1.70299,-2.45037,0.602729,6.33018,0.402897,-2.11062,-2.11458,-3.48689,0.736311,1.2976,0.599501,0.509024,1.66811,0.338332,1.45249,0.616386,0.880283,0.142371,-0.437418,-0.6496,-0.956913,0.108298,-0.889459,0.121463,-0.462032,0.740429,0.628647,0.274484,-0.618697,0.106035,-0.409877,0.351924,-0.302725,0.577505,-0.0635254,0.54652,0.244605,0.825835,-0.452896,-0.069764,0.933526,-0.0553337,0.410302,-0.666934,0.115798,0.615042,0.144953,-0.253504,0.181243,0.490118,-0.663716,0.618052,0.118897,-0.242826,0.89572,0.412113,0.474384,0.596753
954,2059.73,1,-3.8415,0.956211,3.01806,1.6934,-2.4637,0.604182,6.43224,0.402801,-2.08336,-2.10581,-3.49655,0.740866,1.27973,0.588276,0.503264,1.66242,0.339796,1.45514,0.624248,0.874147,0.154016,-0.43176,-0.645915,-0.953947,0.0997192,-0.884963,0.117158,-0.466395,0.761626,0.622731,0.247657,-0.62605,0.0995724,-0.409223,0.373129,-0.290314,0.561557,-0.0485509,0.547655,0.262276,0.831284,-0.452604,-0.0378564,0.93164,-0.0446455,0.398033,-0.685343,0.126575,0.612327,0.120584,-0.242703,0.201895,0.493281,-0.675069,0.60253,0.125054,-0.246055,0.886935,0.412967,0.470147,0.595634
955,2062.8,1,-3.85048,1.01767,3.04504,1.67985,-2.45712,0.602489,6.33598,0.400199,-2.09771,-2.12828,-3.51953,0.738889,1.26273,0.58736,0.506617,1.68144,0.341499,1.42165,0.608442,0.869247,0.150182,-0.462533,-0.648318,-0.954116,0.146775,-0.895001,0.122948,-0.51194,0.77334,0.634607,0.283582,-0.615775,0.144319,-0.40573,0.422984,-0.314449,0.569983,-0.0454434,0.55254,0.267066,0.842505,-0.472902,-0.0970933,0.948798,-0.0601699,0.43832,-0.712748,0.0701259,0.666152,0.105687,-0.200159,0.148917,0.492494,-0.701602,0.55756,0.119899,-0.273874,0.895406,0.41521,0.488052,0.596145
956,2055.92,1,-3.83907,0.974767,3.02947,1.69594,-2.43914,0.599816,6.36994,0.39813,-2.11958,-2.1466,-3.52489,0.749505,1.2715,0.599609,0.513622,1.67756,0.343387,1.38565,0.596621,0.87309,0.15545,-0.438354,-0.653926,-0.954309,0.139652,-0.896636,0.14756,-0.498213,0.764537,0.648014,0.251377,-0.613541,0.113891,-0.431375,0.376813,-0.285674,0.563701,-0.0592114,0.541104,0.199597,0.821062,-0.47117,-0.0749284,0.947936,-0.0790235,0.425124,-0.705505,0.0834246,0.681926,0.142293,-0.217663,0.122791,0.48095,-0.694623,0.56201,0.132059,-0.268397,0.90368,0.411952,0.481632,0.589382
957,2061.17,1,-3.82331,1.01846,3.0201,1.70999,-2.46283,0.602747,6.40493,0.397402,-2.11628,-2.15128,-3.50724,0.741115,1.2393,0.595155,0.500617,1.68112,0.340266,1.39487,0.605786,0.857787,0.174625,-0.462887,-0.654512,-0.955697,0.142918,-0.909719,0.105609,-0.495766,0.756371,0.63135,0.286307,-0.632647,0.152358,-0.415559,0.393092,-0.276437,0.579019,-0.0758981,0.559237,0.246988,0.825581,-0.430065,-0.0741836,0.953505,-0.0344918,0.433627,-0.706608,0.0768191,0.655567,0.0940363,-0.223463,0.138785,0.476583,-0.699754,0.585298,0.131034,-0.207019,0.891166,0.410598,0.505994,0.580502
958,2071.77,1,-3.81338,0.993212,3.02362,1.69801,-2.44442,0.600367,6.33545,0.397692,-2.11297,-2.15009,-3.4961,0.771143,1.20792,0.610541,0.514408,1.67286,0.337976,1.44144,0.604928,0.867377,0.170204,-0.43092,-0.633648,-0.955847,0.163278,-0.909617,0.095849,-0.502183,0.767519,0.62539,0.244515,-0.645067,0.116705,-0.435143,0.357862,-0.265267,0.544514,-0.0717879,0.515516,0.242244,0.812121,-0.445455,-0.0835041,0.950569,-0.0273195,0.432576,-0.716768,0.0455245,0.679918,0.101865,-0.200758,0.139054,0.480567,-0.702713,0.587648,0.0926538,-0.247506,0.895444,0.417506,0.478443,0.594715
959,2066.83,1,-3.83353,1.00002,3.03846,1.66854,-2.4741,0.604935,6.40659,0.410733,-2.11478,-2.14582,-3.49296,0.776814,1.17901,0.61471,0.526377,1.66707,0.334858,1.42815,0.589611,0.901538,0.175951,-0.436432,-0.675367,-0.954681,0.148685,-0.913207,0.0616621,-0.530493,0.775107,0.611764,0.257935,-0.663612,0.148476,-0.373489,0.399237,-0.283943,0.5967,-0.0891098,0.556377,0.279191,0.825703,-0.472177,-0.0789056,0.946115,-0.0151291,0.443267,-0.716745,0.0526957,0.645181,0.0871644,-0.205593,0.140948,0.489633,-0.708755,0.604966,0.0793304,-0.293843,0.892646,0.405516,0.49423,0.587821
960,2067.25,1,-3.81842,0.959346,3.04331,1.70429,-2.49527,0.607322,6.37296,0.408736,-2.13243,-2.11159,-3.47732,0.764367,1.15598,0.617449,0.513049,1.6519,0.331282,1.45525,0.591732,0.891238,0.177224,-0.447162,-0.71334,-0.95382,0.161663,-0.908219,0.0353203,-0.526787,0.771458,0.599632,0.264505,-0.670602,0.138094,-0.345179,0.401146,-0.306342,0.625199,-0.0741154,0.580663,0.299901,0.831601,-0.528234,-0.0975801,0.947268,0.000643425,0.434664,-0.706309,0.0400382,0.625724,0.101269,-0.171735,0.155316,0.461363,-0.682973,0.634525,0.110107,-0.300529,0.904674,0.408206,0.454606,0.604374
961,2056.21,1,-3.84465,0.99341,3.04606,1.67244,-2.4953,0.605614,6.45946,0.410641,-2.1316,-2.12591,-3.47189,0.748264,1.16396,0.601815,0.531552,1.67023,0.337337,1.41906,0.576749,0.88866,0.172736,-0.46387,-0.694151,-0.954158,0.164162,-0.915458,0.0494317,-0.510865,0.782946,0.5917,0.289278,-0.67178,0.196726,-0.319458,0.417687,-0.338117,0.621357,-0.0609483,0.592625,0.356,0.849602,-0.539064,-0.103536,0.941203,-0.0145914,0.428804,-0.708876,0.0235368,0.607719,0.083544,-0.165256,0.115092,0.456673,-0.695249,0.647343,0.127007,-0.304358,0.896517,0.419121,0.451819,0.605881
962,2055.43,1,-3.87782,1.01002,3.0622,1.69246,-2.47482,0.605379,6.47478,0.409993,-2.1185,-2.14909,-3.46819,0.744807,1.13449,0.586577,0.518093,1.67893,0.336533,1.47292,0.591489,0.882691,0.168362,-0.496282,-0.702416,-0.952454,0.194408,-0.920846,0.0849449,-0.493769,0.777139,0.566501,0.315726,-0.653291,0.242677,-0.324939,0.416659,-0.360637,0.636926,-0.0476269,0.606136,0.365397,0.859996,-0.541518,-0.137288,0.948108,-0.0471057,0.412526,-0.703124,-0.0282366,0.616792,0.107165,-0.142367,0.0423052,0.426926,-0.698665,0.647917,0.143572,-0.299547,0.882938,0.419274,0.464704,0.595075
963,2057.44,1,-3.88238,1.01434,3.05402,1.66217,-2.46548,0.60586,6.30705,0.406438,-2.13997,-2.1202,-3.4508,0.737163,1.13207,0.583669,0.547468,1.68038,0.335761,1.45299,0.576513,0.914519,0.164099,-0.510503,-0.71037,-0.95055,0.186387,-0.918703,0.0761782,-0.46714,0.778948,0.577761,0.322725,-0.617514,0.229564,-0.321546,0.423803,-0.399455,0.631921,-0.0297201,0.602784,0.374401,0.85803,-0.53575,-0.139559,0.948743,-0.04686,0.375369,-0.696451,-0.000568087,0.63151,0.125109,-0.120133,0.0654481,0.397155,-0.69014,0.657584,0.161468,-0.258694,0.871894,0.415341,0.473028,0.590091
964,2059.87,1,-3.85376,1.0215,3.05093,1.66242,-2.4689,0.605585,6.28617,0.412377,-2.15139,-2.1126,-3.45354,0.726026,1.13949,0.591052,0.539009,1.66953,0.334732,1.44416,0.606534,0.898148,0.169615,-0.488491,-0.698618,-0.950388,0.162969,-0.915559,0.0816642,-0.426745,0.781585,0.63146,0.295488,-0.606379,0.193846,-0.302175,0.408873,-0.403966,0.616801,-0.0956576,0.552282,0.354575,0.850401,-0.51291,-0.111581,0.945268,-0.0444297,0.349076,-0.699749,0.0197616,0.611668,0.106915,-0.139561,0.0493059,0.340053,-0.680725,0.676656,0.1611,-0.218399,0.887918,0.407896,0.483415,0.590934
965,2075.52,1,-3.86541,1.00204,3.02314,1.63455,-2.47098,0.608262,6.31391,0.409661,-2.151,-2.07618,-3.46405,0.727085,1.14465,0.593444,0.548991,1.66409,0.338641,1.48834,0.614713,0.878919,0.188477,-0.487411,-0.695155,-0.94695,0.152927,-0.901377,0.149482,-0.395563,0.7877,0.658267,0.28789,-0.589454,0.183723,-0.282461,0.44822,-0.399449,0.605163,-0.0872859,0.552309,0.300312,0.844152,-0.515458,-0.0919613,0.940807,-0.112605,0.309842,-0.708921,0.023514,0.601424,0.0882525,-0.135955,0.0154577,0.320975,-0.652196,0.646294,0.217704,-0.192429,0.884752,0.412987,0.461883,0.595439
966,2072.06,1,-3.88381,0.9457,3.01775,1.64739,-2.45194,0.607868,6.20334,0.402847,-2.15106,-2.08625,-3.42502,0.739038,1.17501,0.58311,0.560762,1.68046,0.33766,1.50652,0.619521,0.85866,0.183704,-0.502737,-0.71187,-0.944547,0.162556,-0.915808,0.116606,-0.440479,0.791799,0.682423,0.297665,-0.594751,0.235056,-0.323083,0.465063,-0.391332,0.608704,-0.111878,0.606481,0.24911,0.842243,-0.550197,-0.0963812,0.94757,-0.0820171,0.335067,-0.714332,0.00574429,0.631779,0.0802178,-0.153264,0.0868259,0.413875,-0.683025,0.612102,0.166801,-0.245793,0.892601,0.415678,0.466417,0.588638
967,2069.37,1,-3.87778,0.959996,3.00973,1.62822,-2.44714,0.603612,6.14881,0.398712,-2.14933,-2.11732,-3.42853,0.738204,1.19565,0.616992,0.552567,1.66576,0.337573,1.50946,0.622623,0.863426,0.179053,-0.494923,-0.677284,-0.948263,0.150858,-0.931264,0.0886019,-0.427463,0.7723,0.65306,0.279402,-0.576435,0.266836,-0.332016,0.467946,-0.404688,0.565262,-0.0100718,0.601644,0.312042,0.855047,-0.544838,-0.0740415,0.956683,-0.0470889,0.31331,-0.698018,-0.0116078,0.702309,0.150484,-0.161239,0.0699257,0.396171,-0.683538,0.619435,0.0945077,-0.262828,0.898546,0.418785,0.440073,0.603767
968,2054.27,1,-3.86468,0.948558,2.99125,1.63183,-2.45262,0.605478,6.12712,0.394015,-2.14343,-2.11905,-3.42985,0.727256,1.20875,0.601369,0.564094,1.67437,0.340531,1.50029,0.606858,0.858076,0.174519,-0.4745,-0.673507,-0.947796,0.126909,-0.926832,0.058725,-0.447042,0.797684,0.674199,0.2659,-0.570146,0.232652,-0.300644,0.480098,-0.385181,0.551079,-0.031262,0.569345,0.329975,0.863218,-0.560394,-0.0703763,0.959684,-0.041376,0.316586,-0.722738,-0.00180687,0.689175,0.146024,-0.206216,0.0690434,0.375698,-0.70062,0.637101,0.0391647,-0.323714,0.899157,0.416257,0.432014,0.601423
969,2055.08,1,-3.86217,0.940231,2.99336,1.62982,-2.45156,0.606419,6.37523,0.401495,-2.1297,-2.16197,-3.4309,0.708842,1.23272,0.609323,0.570781,1.68211,0.343684,1.4623,0.602874,0.887061,0.1701,-0.478353,-0.683617,-0.952467,0.136674,-0.918279,0.102194,-0.441417,0.789871,0.659306,0.291661,-0.568795,0.20439,-0.363903,0.446203,-0.380431,0.588612,-0.0421464,0.588071,0.29116,0.858348,-0.549784,-0.0975502,0.960036,-0.0634874,0.350097,-0.708765,0.0206836,0.676874,0.104852,-0.209381,0.0507957,0.378812,-0.703077,0.607505,0.0761398,-0.277573,0.900327,0.413334,0.431662,0.597366
970,2065.04,1,-3.86924,0.988273,2.97797,1.62747,-2.44887,0.608285,6.3656,0.398232,-2.18194,-2.12902,-3.44728,0.711932,1.20151,0.594879,0.576627,1.69075,0.336522,1.42528,0.58988,0.8646,0.165793,-0.483171,-0.659927,-0.951086,0.0992606,-0.903889,0.129471,-0.447309,0.78806,0.653623,0.288734,-0.596875,0.171844,-0.413233,0.437303,-0.382572,0.569154,-0.059667,0.546985,0.249495,0.846132,-0.496954,-0.0319759,0.951268,-0.070436,0.357935,-0.712256,0.101182,0.681017,0.106635,-0.188202,0.0531086,0.375358,-0.697331,0.579147,0.145679,-0.26053,0.907643,0.410597,0.451957,0.589124
971,2069.19,1,-3.88062,1.00051,2.98016,1.62632,-2.45359,0.610582,6.41613,0.408434,-2.1797,-2.10352,-3.43149,0.70433,1.19918,0.589258,0.576838,1.68752,0.335219,1.38919,0.587902,0.842708,0.164,-0.494376,-0.659154,-0.954411,0.0944385,-0.906204,0.178016,-0.438755,0.796272,0.639308,0.324707,-0.570347,0.194126,-0.428387,0.416943,-0.398606,0.590922,-0.0412943,0.558803,0.246251,0.848212,-0.507759,-0.0426447,0.946762,-0.117485,0.375537,-0.712948,0.0805334,0.665546,0.11973,-0.193417,0.0066472,0.37251,-0.693524,0.568856,0.144073,-0.281666,0.904368,0.409903,0.437257,0.598438
972,2069.18,1,-3.88393,1.00802,2.98196,1.6106,-2.44302,0.607293,6.39521,0.407116,-2.16573,-2.09073,-3.44152,0.690054,1.20616,0.579697,0.581778,1.68082,0.335825,1.36147,0.592038,0.835685,0.163377,-0.511584,-0.651073,-0.955393,0.116807,-0.902501,0.172965,-0.454058,0.80093,0.608578,0.348176,-0.535335,0.202446,-0.409516,0.398558,-0.43613,0.602115,0.0147658,0.570218,0.306433,0.853463,-0.481458,-0.0735742,0.947586,-0.118903,0.401604,-0.714164,0.0466547,0.677304,0.152268,-0.161818,0.0127889,0.398693,-0.682749,0.587411,0.166774,-0.283707,0.892089,0.417129,0.428126,0.600785
973,2065.32,1,-3.88086,0.998549,2.99052,1.58457,-2.44011,0.6045,6.41798,0.417562,-2.14375,-2.05375,-3.46034,0.690181,1.22826,0.576445,0.587599,1.67734,0.339789,1.35455,0.602679,0.814525,0.163535,-0.518863,-0.647325,-0.951288,0.119163,-0.885078,0.170171,-0.459205,0.812317,0.598934,0.329888,-0.531676,0.162794,-0.407718,0.400821,-0.435312,0.576789,0.0449646,0.565398,0.319187,0.870715,-0.495891,-0.0616177,0.940732,-0.108316,0.390983,-0.738587,0.087563,0.675616,0.208089,-0.13479,0.0824852,0.432384,-0.682195,0.58996,0.182393,-0.303553,0.892405,0.413371,0.462215,0.589892
974,2067.13,1,-3.88252,0.98252,3.02114,1.61324,-2.44352,0.601601,6.29504,0.417504,-2.13621,-2.0822,-3.49047,0.695943,1.22051,0.586982,0.584134,1.67498,0.341784,1.36636,0.60983,0.846463,0.159394,-0.495957,-0.663279,-0.95389,0.139116,-0.886131,0.138118,-0.47136,0.820938,0.603494,0.304557,-0.523112,0.145064,-0.396412,0.40332,-0.441154,0.585772,0.0317028,0.562725,0.31267,0.865728,-0.552401,-0.0781228,0.941024,-0.0758316,0.4031,-0.745072,0.0209371,0.633299,0.142228,-0.148606,0.100739,0.448253,-0.688226,0.596746,0.135313,-0.337013,0.89681,0.41752,0.468306,0.593355
975,2073.76,1,-3.8843,0.976625,2.99843,1.60154,-2.44043,0.604554,6.15886,0.408416,-2.12281,-2.08414,-3.53658,0.683554,1.18961,0.572119,0.597228,1.67464,0.336299,1.33738,0.611779,0.82503,0.160726,-0.515132,-0.667406,-0.953036,0.106826,-0.884939,0.139437,-0.500868,0.814731,0.600851,0.326348,-0.50599,0.186268,-0.410904,0.38719,-0.444596,0.600938,0.0727927,0.598802,0.282961,0.843204,-0.589271,-0.0441063,0.934192,-0.0636148,0.451943,-0.740505,0.0628637,0.62135,0.149679,-0.212436,0.142735,0.523549,-0.689598,0.582278,0.10462,-0.38608,0.881904,0.404232,0.487996,0.593872
976,2063.41,1,-3.88407,0.955816,3.00692,1.60343,-2.4348,0.606612,6.18091,0.420494,-2.13588,-2.08408,-3.54202,0.694438,1.16978,0.573872,0.612238,1.68219,0.33249,1.33812,0.608201,0.821318,0.162064,-0.510187,-0.661009,-0.953384,0.131421,-0.88128,0.141949,-0.497391,0.815721,0.597554,0.333015,-0.553798,0.171004,-0.423926,0.360208,-0.473829,0.584732,0.0280075,0.595525,0.258328,0.834497,-0.609517,-0.0816824,0.927971,-0.0877424,0.440436,-0.72347,0.0579936,0.618305,0.13384,-0.164542,0.152159,0.539766,-0.671148,0.597361,0.115133,-0.39303,0.867951,0.397727,0.495243,0.595074
977,2078.59,1,-3.85399,0.983576,3.02269,1.59447,-2.44642,0.602767,6.09504,0.418458,-2.12257,-2.0875,-3.52988,0.688266,1.17844,0.606306,0.621186,1.67693,0.336406,1.36313,0.616962,0.837327,0.173414,-0.506217,-0.674188,-0.949731,0.123694,-0.862103,0.120242,-0.515689,0.807874,0.596331,0.330546,-0.561568,0.170104,-0.373672,0.385413,-0.441797,0.606985,0.0246762,0.605409,0.300017,0.842889,-0.556514,-0.0757871,0.914409,-0.0731799,0.454373,-0.716009,0.0789112,0.625089,0.137347,-0.1677,0.191268,0.55409,-0.650427,0.611385,0.123695,-0.364475,0.871841,0.406927,0.48995,0.601181
978,2073.61,1,-3.85234,0.94657,3.0231,1.63814,-2.45105,0.607141,6.07042,0.407033,-2.12257,-2.10767,-3.50352,0.679228,1.23589,0.595323,0.605457,1.672,0.333859,1.38894,0.611092,0.816126,0.169023,-0.543582,-0.671529,-0.952935,0.18019,-0.871637,0.160675,-0.496111,0.798465,0.609648,0.388398,-0.56702,0.240422,-0.381794,0.41757,-0.443527,0.623825,-0.0286472,0.628659,0.263819,0.842913,-0.505053,-0.166382,0.912127,-0.11423,0.444072,-0.699374,0.0225071,0.605387,0.0890104,-0.15067,0.15812,0.546861,-0.659066,0.589376,0.152676,-0.329519,0.866524,0.404379,0.474868,0.604448
979,2073.79,1,-3.85994,0.955287,3.05662,1.64902,-2.4644,0.607801,6.06934,0.408678,-2.10683,-2.09443,-3.49173,0.6756,1.21922,0.592197,0.590127,1.67805,0.332128,1.38223,0.605415,0.795461,0.182637,-0.577618,-0.66578,-0.953115,0.205029,-0.864798,0.141336,-0.478734,0.789999,0.612298,0.421357,-0.573051,0.262825,-0.32369,0.44136,-0.477797,0.619517,-0.0402827,0.630702,0.306205,0.822744,-0.510502,-0.172807,0.909819,-0.11155,0.414431,-0.701342,0.0082317,0.583401,0.0431233,-0.134045,0.173902,0.523842,-0.639809,0.623424,0.139447,-0.320714,0.864112,0.404109,0.496354,0.597228
980,2072.02,1,-3.84323,0.889917,3.0335,1.65212,-2.46795,0.606581,5.94638,0.397482,-2.11799,-2.11567,-3.48566,0.67959,1.23039,0.577202,0.57706,1.67065,0.330206,1.41696,0.614815,0.795296,0.178012,-0.558458,-0.695521,-0.955473,0.221223,-0.880348,0.14411,-0.499734,0.767571,0.623402,0.409208,-0.574937,0.264508,-0.357006,0.405423,-0.440692,0.643397,-0.0638581,0.675138,0.261266,0.828269,-0.494321,-0.209652,0.914465,-0.124258,0.4347,-0.684528,0.0199316,0.656524,0.107986,-0.0974452,0.159659,0.565946,-0.642509,0.611313,0.152195,-0.320407,0.87076,0.412249,0.493952,0.591733
981,2074,1,-3.85448,0.944286,3.03299,1.66759,-2.45854,0.607347,5.92663,0.40064,-2.11822,-2.12053,-3.48873,0.700834,1.19923,0.57048,0.562449,1.68004,0.327711,1.45221,0.625893,0.790585,0.173505,-0.554592,-0.646478,-0.958065,0.21483,-0.8929,0.124293,-0.462544,0.781957,0.56502,0.401161,-0.612881,0.265464,-0.37971,0.359628,-0.418856,0.603995,-0.0244636,0.648481,0.332042,0.844047,-0.482712,-0.167677,0.932849,-0.082193,0.413334,-0.710137,0.0284773,0.64442,0.116163,-0.143509,0.153695,0.520979,-0.661375,0.642527,0.104545,-0.319348,0.86936,0.410352,0.506191,0.596325
982,2068.86,1,-3.81526,0.894309,3.0253,1.6697,-2.46732,0.605151,5.98317,0.402119,-2.14408,-2.14307,-3.50302,0.707794,1.23984,0.573535,0.548207,1.67602,0.329653,1.51906,0.610045,0.796876,0.182144,-0.532643,-0.666829,-0.959,0.21576,-0.886197,0.122025,-0.43938,0.767147,0.587629,0.378084,-0.637573,0.217503,-0.372247,0.359414,-0.372438,0.615763,-0.0752961,0.637117,0.33072,0.848221,-0.455307,-0.169048,0.932998,-0.0665791,0.396518,-0.705075,0.00280913,0.585814,0.0636772,-0.149351,0.161433,0.492506,-0.646607,0.650808,0.161279,-0.231548,0.882316,0.411997,0.486312,0.59433
983,2073.74,1,-3.81985,0.909373,3.03342,1.69352,-2.48611,0.609482,6.05322,0.414428,-2.13739,-2.13302,-3.46531,0.716146,1.20845,0.574923,0.534326,1.66875,0.32348,1.55273,0.614829,0.794558,0.193664,-0.527448,-0.645597,-0.961172,0.223924,-0.888122,0.0780271,-0.447978,0.788439,0.572271,0.381941,-0.6428,0.266981,-0.324729,0.369806,-0.377737,0.600589,-0.0666202,0.675439,0.390299,0.854972,-0.481957,-0.177632,0.923355,-0.0133495,0.425551,-0.735548,-0.0105954,0.519154,0.0166119,-0.129047,0.220311,0.542501,-0.676347,0.681842,0.133451,-0.243724,0.879739,0.408218,0.464815,0.600599
984,2071.79,1,-3.78568,0.924029,3.03381,1.66419,-2.50313,0.609546,6.03367,0.422159,-2.1506,-2.10336,-3.46618,0.698013,1.2065,0.560366,0.553589,1.70019,0.327135,1.52463,0.628774,0.789835,0.18876,-0.554297,-0.631179,-0.964048,0.248778,-0.891906,0.0819574,-0.443521,0.782751,0.564271,0.420852,-0.638723,0.277622,-0.330809,0.351049,-0.426456,0.579641,-0.0341152,0.65088,0.397936,0.85705,-0.502647,-0.215195,0.921377,-0.0376867,0.404895,-0.727066,-0.0245099,0.550911,0.0861561,-0.110475,0.19328,0.520072,-0.686918,0.703154,0.12022,-0.276007,0.877616,0.40702,0.471928,0.593091
985,2074.21,1,-3.8003,0.910212,3.04965,1.69001,-2.49098,0.60894,5.98524,0.425872,-2.15354,-2.11098,-3.47489,0.683836,1.18868,0.555583,0.563415,1.71299,0.326201,1.52407,0.631007,0.798435,0.187769,-0.608246,-0.656957,-0.963647,0.269775,-0.905566,0.0619723,-0.444948,0.784171,0.601543,0.480942,-0.628681,0.364039,-0.32964,0.348976,-0.493694,0.600115,-0.0333764,0.650214,0.396215,0.845506,-0.525,-0.230825,0.932452,-0.0121298,0.412223,-0.725475,-0.0790439,0.587147,0.109083,-0.0655801,0.167036,0.49377,-0.693291,0.714543,0.109797,-0.272305,0.884427,0.404632,0.46613,0.592401
986,2061.88,1,-3.78625,0.868989,3.01858,1.69019,-2.51335,0.608695,6.12074,0.42533,-2.15018,-2.12215,-3.48301,0.693529,1.17575,0.565275,0.560752,1.71121,0.324924,1.50428,0.631061,0.778219,0.184026,-0.61402,-0.664927,-0.963288,0.224848,-0.913155,0.0955053,-0.441663,0.776873,0.655902,0.476351,-0.595203,0.420951,-0.332133,0.361944,-0.503435,0.588909,-0.0380149,0.680824,0.340913,0.830805,-0.52666,-0.193941,0.927626,-0.056907,0.39545,-0.714961,-0.0602169,0.562711,0.110918,-0.0969357,0.135943,0.533218,-0.697127,0.706484,0.149432,-0.274694,0.87696,0.41519,0.440904,0.600359
987,2064.03,1,-3.78476,0.892984,3.00667,1.70898,-2.4966,0.607075,6.04531,0.42097,-2.16599,-2.0911,-3.44917,0.694638,1.19901,0.577556,0.546553,1.72276,0.326996,1.53024,0.620864,0.77663,0.179367,-0.638431,-0.658118,-0.965247,0.221255,-0.913387,0.113669,-0.439679,0.763907,0.675722,0.523225,-0.588315,0.463015,-0.306279,0.397856,-0.475222,0.599682,-0.0687334,0.694822,0.344666,0.829955,-0.493762,-0.197405,0.933528,-0.0807003,0.397536,-0.712069,-0.0923201,0.544718,0.078636,-0.131703,0.113249,0.531122,-0.683327,0.705774,0.143912,-0.252004,0.884192,0.414401,0.434619,0.593598
988,2058.76,1,-3.74753,0.924047,3.00758,1.67713,-2.51572,0.60452,6.04349,0.416796,-2.16264,-2.10579,-3.43367,0.683712,1.16865,0.590291,0.547254,1.70613,0.330462,1.50055,0.611035,0.771034,0.174961,-0.60771,-0.651052,-0.96309,0.215071,-0.9133,0.116727,-0.412842,0.758537,0.692996,0.49637,-0.594672,0.442347,-0.263115,0.427743,-0.464916,0.593716,-0.103902,0.690863,0.348031,0.816399,-0.506458,-0.200954,0.934558,-0.0892793,0.365519,-0.690865,-0.106905,0.532111,0.0660127,-0.134436,0.0951769,0.484284,-0.653994,0.718242,0.156022,-0.238547,0.884512,0.416585,0.424349,0.612788
989,2062.42,1,-3.74209,0.913106,2.9613,1.65183,-2.49934,0.602878,6.08337,0.409711,-2.15672,-2.11089,-3.46867,0.67987,1.21151,0.592831,0.576822,1.71636,0.33087,1.555,0.611349,0.768705,0.170531,-0.624946,-0.666551,-0.961736,0.16233,-0.915278,0.0935191,-0.430871,0.744206,0.694789,0.503384,-0.592884,0.458138,-0.262527,0.456757,-0.469557,0.611676,-0.0636271,0.699345,0.345894,0.822548,-0.490381,-0.126919,0.940898,-0.0653111,0.371385,-0.670829,-0.0450037,0.556566,0.0927413,-0.146254,0.0915125,0.471211,-0.642108,0.701162,0.178927,-0.223855,0.8894,0.42205,0.432836,0.604785
990,2062.1,1,-3.76155,0.875036,2.97017,1.68632,-2.48532,0.602715,5.88325,0.410242,-2.17025,-2.09821,-3.46063,0.688573,1.21911,0.609712,0.565488,1.71588,0.327344,1.60782,0.605804,0.767571,0.166213,-0.64111,-0.676043,-0.962346,0.171097,-0.910814,0.103142,-0.427176,0.748612,0.709539,0.523253,-0.562053,0.493661,-0.252805,0.450401,-0.512123,0.624225,-0.0675447,0.723399,0.343795,0.807296,-0.512923,-0.149815,0.934215,-0.0801231,0.370197,-0.663061,-0.0866361,0.557678,0.105728,-0.156183,0.0851317,0.483337,-0.618469,0.708028,0.169627,-0.23633,0.89108,0.420222,0.42251,0.606014
